Country,GDP,info
Aruba,28419.26,N/A
Africa Eastern and Southern,1554.17,N/A
Afghanistan,566.88,N/A
Africa Western and Central,1882.26,N/A
Angola,3217.34,N/A
Albania,3952.8,"Gledis Kallço,13,283,Honourable mention;Alboreno Voci,10,337,Honourable mention;Euxhen Hasanaj,9,365,Honourable mention;Fjona Parllaku,3,480,nan;Endi Reka,2,508,nan;Ana Peçini,0,553,nan"
Andorra,38885.55,N/A
Arab World,6287.31,N/A
United Arab Emirates,41525.14,N/A
Argentina,13789.06,"Lucas de Amorin,16,183,Bronze medal;Agustín Marchionna,13,283,Honourable mention;Juan José Pérez Guerra,13,283,Honourable mention;Lisandro Filloy,12,307,Honourable mention;Brian Pablo Morris Esquivel,11,322,Honourable mention;Carla Crucianelli,5,449,nan"
Armenia,3666.14,"Hakob Tamazyan,21,88,Silver medal;Grigor Keropyan,18,140,Bronze medal;Narek Khandanyan,17,160,Bronze medal;Albert Gevorgyan,16,183,Bronze medal;Arsen Hambardzumyan,16,183,Bronze medal;Sergey Nersisyan,16,183,Bronze medal"
American Samoa,13101.54,N/A
Antigua and Barbuda,15985.54,N/A
Australia,56758.87,"Alexander Gunning,36,4,Gold medal;Seyoon Ragavan,29,19,Gold medal;Jeremy Yip,23,58,Silver medal;Kevin Xian,21,88,Silver medal;Yang Song,20,101,Silver medal;Ilia Kucherov,19,118,Silver medal"
Austria,44195.82,"Josef Greilhuber,15,217,Bronze medal;Levi Anton Haunschmid,15,217,Bronze medal;Bruno Perreaux,14,257,Bronze medal;Miklós Zsigmond Horváth,9,365,Honourable mention;Matthias Reich-Rohrwig,7,420,nan;Florian Fürnsinn,3,480,nan"
Azerbaijan,5500.5,"Hasanli Farid,17,160,Bronze medal;Mahammad Shirinov,14,257,Bronze medal;Tahir Nadirov,13,283,Honourable mention;Anar Huseynov,12,307,Honourable mention;Mirali Ahmadli,9,365,Honourable mention;Farman Dumanov,8,394,Honourable mention"
Burundi,289.36,N/A
Belgium,41008.3,"Pablo Bustillo Vazquez,20,101,Silver medal;Savinien Kreczman,12,307,Honourable mention;Wouter Andriessen,10,337,Honourable mention;Art Waeterschoot,10,337,Honourable mention;Corentin Bodart,9,365,nan;Simon Roelandt,6,431,nan"
Benin,1041.65,N/A
Burkina Faso,632.13,N/A
Bangladesh,1236.0,"Md Sanzeed Anwar,21,88,Silver medal;Asif E Elahi,17,160,Bronze medal;Adib Hasan,17,160,Bronze medal;Md Sabbir Rahman,15,217,Bronze medal;Sazid Akhter Turzo,14,257,Bronze medal;S M Nayeemul Islam,13,283,Honourable mention"
