Country,GDP
Aruba,12850.2157123975
Africa Eastern and Southern,865.255504561013
Afghanistan,
Africa Western and Central,602.994289415004
Angola,850.556180320595
Albania,336.586994504629
Andorra,19967.7339095047
Arab World,2082.36030625108
United Arab Emirates,25668.4933214662
Argentina,5730.72380988423
Armenia,572.16176273095
American Samoa,
Antigua and Barbuda,7569.96900096501
Australia,18859.4079561383
Austria,22410.9117666654
Azerbaijan,734.944232805688
Burundi,208.656723378432
Belgium,21041.6606519648
Benin,375.291995673292
Burkina Faso,334.759653973947
Bangladesh,283.382285281796
Bulgaria,1267.73437541485
Bahrain,8621.76704846767
The Bahamas,11269.9505176448
Bosnia and Herzegovina,
Belarus,
Belize,3190.8683648441
Bermuda,27700.3100591315
Bolivia,737.521441951612
Brazil,2656.49720676541
Barbados,7789.39137741124
Brunei Darussalam,13717.3874930712
Bhutan,423.269426319643
Botswana,2855.94842722489
Central African Republic,475.276146386293
Canada,21846.7930471354
Central Europe and the Baltics,2195.99140322927
Switzerland,39544.4946826768
Channel Islands,
Chile,2790.6165510043
China,359.213268699902
Ivory Coast,848.282027645713
Cameroon,1005.30436295766
Democratic Republic of the Congo,
"Congo, Rep.",1110.97210425489
Colombia,1491.85672826445
Comoros,958.921150098764
Cabo Verde,858.087037201753
Costa Rica,2221.47465327402
Caribbean small states,2955.43259861298
Cuba,2269.64557765794
Curacao,
Cayman Islands,
Cyprus,9696.099609375
Czechia,2896.60913065504
Germany,23357.757725073
Djibouti,735.730386933419
Dominica,3178.47533247947
Denmark,27011.3774590051
Dominican Republic,1349.81323372152
Algeria,1749.28608748967
Ecuador,1589.75217357078
Egypt,637.897597341886
Eritrea,
Spain,14811.9028194881
Estonia,
Ethiopia,269.614763064257
European Union,15971.552573697
Finland,25484.7392935746
Fiji,1763.28596386361
France,21675.7060879719
Faroe Islands,19424.3369969254
"Micronesia, Fed. Sts.",1654.93343423581
Gabon,5349.45201171297
United Kingdom,19900.7266505069
Georgia,1323.43514133874
Ghana,416.776429091607
Gibraltar,
Guinea,455.740543213675
"Gambia, The",637.091043135639
Guinea-Bissau,258.740073078707
Equatorial Guinea,229.551619475977
Greece,10188.3697801238
Grenada,3014.87488611328
Greenland,18315.3165631906
Guatemala,1011.75899005957
Guam,
Guyana,468.398022314546
High income,19443.680361728
"Hong Kong SAR, China",15465.9245305858
Honduras,894.510209394111
Heavily indebted poor countries (HIPC),486.622219129314
Croatia,
Haiti,491.58446265391
Hungary,3350.25832349229
IBRD only,1005.61731108538
IDA & IBRD total,897.132083494254
IDA total,470.304507871511
IDA blend,537.471661601324
Indonesia,629.160679800489
IDA only,439.82001863979
Isle of Man,
India,303.850437957407
Not classified,
Ireland,14087.2074393708
Iran,
Iraq,22.8503705157307
Iceland,26802.9895156678
Israel,
Italy,21956.5297707332
Jamaica,1702.50169228049
Jordan,1184.94765359799
Japan,29428.4289039469
Kazakhstan,1514.92309359658
Kenya,340.806450943836
Kyrgyz Republic,575.643974470034
Cambodia,
Kiribati,620.22682918678
St. Kitts and Nevis,5439.80910514382
South Korea,7636.9480638849
Kuwait,8219.48018152099
Lao PDR,231.696155212063
Lebanon,1279.1806257385
Liberia,
Libya,7368.0328835586
St. Lucia,4253.91426860914
Latin America & Caribbean,2789.40771349045
Sri Lanka,516.769326312722
Lesotho,384.980542166446
Late-demographic dividend,1105.5556201407
Lithuania,
Latvia,
"Macao SAR, China",10390.0485970666
St. Martin (French part),
Morocco,1282.57958984375
Moldova,
Madagascar,265.793707607818
Maldives,1052.7536589418
Middle East & North Africa,2171.10841753534
Mexico,3756.85259707081
Marshall Islands,1753.49074447963
Middle income,887.767040113681
North Macedonia,2424.90767364438
Mali,298.568688501918
Malta,7558.27738257485
Myanmar,50.8801762007545
Middle East & North Africa (excluding high income),1147.39161570083
Montenegro,
Mongolia,1081.33411981298
Northern Mariana Islands,
Mozambique,284.25681657973
Mauritania,1032.61415647305
Mauritius,2669.32633609476
Malawi,326.171635254074
Malaysia,2727.52858528083
North America,24094.0417993759
Namibia,2117.00571657704
New Caledonia,15133.1569672765
Niger,380.53663788777
Nigeria,609.373128300476
Nicaragua,344.050079324801
Netherlands,21732.2307621923
Norway,28596.9330036444
Nepal,194.800016675496
Nauru,
New Zealand,12230.0734548834
OECD members,17895.223760751
Oman,5984.36061704382
Other small states,3075.1434429967
Pakistan,382.751431546522
Panama,2827.55838826176
Peru,1520.67736235824
Philippines,821.452244358119
Palau,
Papua New Guinea,948.985142297395
Poland,2235.54108862522
Pre-demographic dividend,518.428996093989
Puerto Rico,9064.01851711486
"Korea, Dem. People's Rep.",
Portugal,8958.9853330247
Paraguay,1675.7136434161
West Bank and Gaza,
Pacific island small states,1389.07096196547
Post-demographic dividend,20021.7297907356
French Polynesia,15828.1454479968
Qatar,15079.3594623197
Romania,1254.3124421298
Russia,3490.45239257813
Rwanda,255.367579339089
Saudi Arabia,7939.29786353834
Sudan,1678.09326171875
Senegal,935.638389221427
Singapore,14502.3799938606
Solomon Islands,681.356821759075
Sierra Leone,178.179098434765
El Salvador,961.778992029035
San Marino,
Somalia,
Serbia,
Sub-Saharan Africa (excluding high income),756.51028206187
South Sudan,
Sub-Saharan Africa,757.15611883012
Small states,2926.62400206017
Sao Tome and Principe,
Suriname,1077.2126611552
Slovak Republic,2691.19565226261
Slovenia,
Sweden,31822.8038482367
Eswatini,1299.44939255172
Sint Maarten (Dutch part),
Seychelles,5654.63975724251
Syrian Arab Republic,2171.46363406446
Turks and Caicos Islands,
Chad,310.659553040123
Togo,401.557262404771
Thailand,1751.0686517884
Tajikistan,456.523698632447
Turkmenistan,771.891227704772
Timor-Leste,
Tonga,1335.2301933831
Trinidad and Tobago,4159.07072923949
Tunisia,1516.29427159383
Turkiye,2730.14338061428
Tuvalu,1001.22802003203
Tanzania,189.590957641602
Uganda,182.794466281261
Ukraine,1474.34484863281
Upper middle income,1258.57822460205
Uruguay,3574.111621423
United States of America,24342.2589048189
Uzbekistan,652.807475287429
St. Vincent and the Grenadines,2259.52854787755
"Venezuela, RB",2642.78054146098
British Virgin Islands,
Virgin Islands (U.S.),
Viet Nam,140.631004461734
Vanuatu,1301.63416293488
Samoa,744.495915390631
Kosovo,
"Yemen, Rep.",1055.38303930539
South Africa,3304.82837710984
Zambia,428.501494758818
Zimbabwe,832.687969481052
