Country,GDP,info
Aruba,21375.27,na
Africa Eastern and Southern,631.93,na
Afghanistan,182.17,na
Africa Western and Central,619.71,na
Angola,872.66,na
Albania,1425.12,"Arlind Kopliku,16,191,Bronze medal;Evarist Byberi,5,360,nan;Ariel Apostoli,3,393,nan;Dritan Tako,1,431,nan;Kreshnik Xhangolli,0,459,nan;Siditan Zagani,0,459,nan"
Andorra,24784.96,na
Arab World,2694.22,na
United Arab Emirates,30221.97,na
Argentina,2579.49,"Leandro Groisman,22,113,Bronze medal;Lucas Rearte,21,133,Bronze medal;Sergio Yuhjtman,18,168,Bronze medal;Carlos di Fiore,17,177,Bronze medal;Yue Yang,15,201,Bronze medal;Alejandro Deymonnaz,3,393,nan"
Armenia,765.32,"Levon Nurbekyan,12,249,Honourable mention;Artak Vardanyan,7,334,nan;Haik Sedrakyan,6,352,nan;Avet Grigoryan,5,360,nan;Grigor Aghanyan,2,410,nan;Vahan Simonyan,1,431,nan"
American Samoa,8800.73,na
Antigua and Barbuda,10549.67,na
Australia,20301.84,"Stewart Wilcox,31,19,Gold medal;David Chan,23,99,Silver medal;Nicholas Sheridan,23,99,Silver medal;Yiying Zhao,15,201,Bronze medal;Gareth White,13,233,Honourable mention;Andrew Kwok,12,249,nan"
Austria,26527.59,"Martin Windischer,15,201,Bronze medal;Franz Jungreitmayer,11,266,Honourable mention;Alexander Razen,10,281,Honourable mention;Karl Rupp,9,294,Honourable mention;Clemens Koppensteiner,4,378,nan;Stefan Löffler,1,431,nan"
Azerbaijan,763.11,"Chingiz Akhundov,14,220,Bronze medal;Javid Habibov,9,294,Honourable mention;Tural Sadikov,6,352,nan;Famil Dostuev,5,360,nan;Fuad Hamidli,2,410,nan;Azer Karimov,1,431,nan"
Burundi,124.14,na
Belgium,25006.19,"Cédric Troessaert,19,160,Bronze medal;Koen Struyve,13,233,Honourable mention;Vincent Malmédy,11,266,Honourable mention;Antony Trinh,9,294,Honourable mention;William Vandenberghe,3,393,nan;Frédéric Vanhove,3,393,nan"
Benin,564.38,na
Burkina Faso,286.75,na
Bangladesh,407.96,na
Bulgaria,2092.98,"Vladimir Barzov,34,12,Gold medal;Dobromir Rahnev,29,29,Gold medal;Kaloyan Slavov,29,29,Gold medal;Aleksandar Dimitrov Lishkov,28,40,Silver medal;Rumen Zarev,27,58,Silver medal;Iliya Tsekov,20,145,Bronze medal"
Bahrain,12820.0,na
The Bahamas,26590.14,na
Bosnia and Herzegovina,1602.56,"Slavko Brdar,18,168,Bronze medal;Dino Oglić,13,233,nan;Ivana Mihajlović,7,334,nan;Emil Ilic-Georgijević,3,393,nan;Miloš Radoičić,1,431,nan;Aleksandar Mlađenović,0,459,nan"
Belarus,1479.38,"Dzmitry Dudko,31,19,Gold medal;Vladimir Kolbun,23,99,Silver medal;Victoria Lebed,23,99,Silver medal;Alena Pirutka,22,113,Bronze medal;Pavel Karpovich,21,133,Bronze medal;Stanislau Halauniou,15,201,Bronze medal"
Belize,4844.23,na
Bermuda,62583.1,na
Bolivia,888.2,na
Brazil,2824.72,"Larissa Cavalcante Queiroz de Lima,27,58,Silver medal;Davi Máximo Alexandrino Nogueira,21,133,Bronze medal;Thiago de Silva Sobral,20,145,Bronze medal;Yuri Gomes Lima,20,145,Bronze medal;Alex Corrêa Abreu,18,168,Bronze medal;Guilherme Issao Camarinha Fujiwara,17,177,Bronze medal"
Barbados,11658.63,na
Brunei Darussalam,16817.24,na
Bhutan,841.37,na
Botswana,3029.79,na
Central African Republic,253.41,na
Canada,24255.34,"Roger Mong,34,12,Gold medal;Olena Bormashenko,26,64,Silver medal;Alexander Fink,24,86,Silver medal;Tianyi (David) Han,23,99,Silver medal;Robert Barrington Leigh,22,113,Bronze medal;Ralph Furmaniak,13,233,Honourable mention"
Central Europe and the Baltics,4937.12,na
Switzerland,42458.74,"Daniel Sprecher,15,201,Bronze medal;Alex Maier,10,281,Honourable mention;Florian Schuler,9,294,Honourable mention;Samuel Zuercher,5,360,nan;Julian Kellerhals,4,378,nan;Stefan Binder,1,431,nan"
Channel Islands,45279.64,na
Chile,4477.19,na
China,1148.51,"Yunhao Fu,42,1,Gold medal;Botong Wang,42,1,Gold medal;Bin Wang,36,4,Gold medal;Xianyi Zeng,32,15,Gold medal;Wenjie Fu,30,24,Gold medal;Wei Xiao,30,24,Gold medal"
Ivory Coast,1020.95,na
Cameroon,780.27,na
Democratic Republic of the Congo,168.94,na
"Congo, Rep.",910.87,na
Colombia,2421.16,"Joaquín Andrés Valderrama,22,113,Bronze medal;Juan Manuel Hernández Herrera,19,160,Bronze medal;Iván Guillermo Contreras Palacios,15,201,Bronze medal;Santiago Saavedra Pineda,9,294,Honourable mention;Pedro Alejandro Quintero Cabra,8,308,Honourable mention;Juan Carlos Uribe Vega,8,308,Honourable mention"
Comoros,761.95,na
Cabo Verde,1311.21,na
Costa Rica,4021.43,na
Caribbean small states,5595.38,na
Cuba,3007.19,"Mario García Armas,20,145,Bronze medal;Ingmar Vázquez García,19,160,Bronze medal;Franklin Rivero Duarte,11,266,nan;Pavel Silveira Díaz,10,281,Honourable mention;Dagnier Antonio Curra Sosa,10,281,Honourable mention;Andrés Sánchez García,8,308,Honourable mention"
Curacao,,na
Cayman Islands,,na
Cyprus,16093.21,"Sofoklis Zambirinis,9,294,nan;Nikolas Socratous,8,308,nan;Charalampos Varnava,5,360,nan;Kyriakos Zacharias,5,360,nan;Marios Pantziaras,1,431,nan;Matheos Stylianou,1,431,nan"
Czechia,8060.87,na
Germany,25197.27,"Christian Reiher,36,4,Gold medal;Thomas Jäger,30,24,Gold medal;Michael Tyomkyn,25,78,Silver medal;Richard Bamler,20,145,Bronze medal;Philipp Lampe,20,145,Bronze medal;Rudolf Polzer,13,233,Honourable mention"
Djibouti,749.08,na
Dominica,4881.14,na
Denmark,33228.69,"Bjarke Roune,12,249,Honourable mention;Flemming von Essen,11,266,Honourable mention;Søren Brander,8,308,nan;Martin Wedel Jacobsen,8,308,nan;Jacob Kolind,7,334,nan;Anne Marie Svane,7,334,Honourable mention"
Dominican Republic,3085.52,na
Algeria,1794.81,na
Ecuador,2184.21,"Romnie Alberto Acosta Castro,1,431,nan;David Leonardo Barzallo Correa,1,431,nan;Eduardo Vallarino Vernaza,1,431,nan;Johan Chon,0,459,nan;Andrew Cornejo,0,459,nan;German Valencia,0,459,nan"
Egypt,1144.53,na
Eritrea,286.3,na
Spain,17106.69,"Luis Hernández Corbato,16,191,Bronze medal;Sergio Millán López,13,233,Honourable mention;José Miguel Manzano Prego,7,334,nan;Daniel Rodrigo López,3,393,nan;David García Soriano,3,393,nan;Susana Ladra González,2,410,nan"
Estonia,5341.63,"Martin Pettai,24,86,Silver medal;Hendrik Nigul,23,99,Silver medal;Aleksei Lissitsin,10,281,Honourable mention;Ago-Erik Riet,10,281,Honourable mention;Oleg Košik,7,334,nan;Dmitri Petšonkin,1,431,nan"
Ethiopia,110.46,na
European Union,18759.7,na
Finland,26997.75,"Niko Vuokko,15,201,Bronze medal;Markus Ojala,14,220,Bronze medal;Veli Peltola,14,220,Bronze medal;Kaisa Matomäki,13,233,Honourable mention;Olli-Pentti Saira,12,249,Honourable mention;Miikka Heikkinen,11,266,Honourable mention"
Fiji,2157.08,na
France,24288.27,"Rémy Oudompheng,28,40,Silver medal;Emmanuel Jacob,25,78,Silver medal;Pierre Dehornoy,22,113,Bronze medal;François Charles,21,133,Bronze medal;Maxime Zavidovique,18,168,Bronze medal;Axel Bacher,13,233,nan"
Faroe Islands,27238.03,na
"Micronesia, Fed. Sts.",2165.49,na
Gabon,3976.65,na
United Kingdom,30077.74,"Paul Jefferys,28,40,Silver medal;Tim Austin,26,64,Silver medal;Tom Coker,22,113,Bronze medal;Jennifer Gardner,21,133,Bronze medal;Gavin Johnstone,12,249,nan;Nathan Bowler,7,334,nan"
Georgia,853.53,"Nikoloz Jimsheleishvili,22,113,Bronze medal;Shota Gvinephadze,19,160,Bronze medal;Dimitri Arabidze,13,233,Honourable mention;Giorgi Merabishvili,12,249,nan;Salome Vakhtangadze,10,281,nan;Shota Tsiskaridze,8,308,Honourable mention"
Ghana,297.05,na
Gibraltar,,na
Guinea,343.93,na
"Gambia, The",379.86,na
Guinea-Bissau,324.97,na
Equatorial Guinea,2395.85,na
Greece,14177.57,"Michail-Romanos Papalambros,22,113,Bronze medal;Andreas Galanis,16,191,Bronze medal;Stefanos Aretakis,13,233,nan;Stefanos Aivazidis,6,352,nan;Athanasios Papaioannou,3,393,nan;Konstantinos Stavropoulos,2,410,nan"
Grenada,4992.44,na
Greenland,20652.84,na
Guatemala,1682.99,"Pedro Fernando Morales Almazán,3,393,nan;Michaelle Perez,1,431,nan;Ricardo Moll,0,459,nan"
Guam,20878.06,na
Guyana,955.03,na
High income,25689.03,na
"Hong Kong SAR, China",24665.84,na
Honduras,1119.42,na
Heavily indebted poor countries (HIPC),371.68,na
Croatia,6219.47,"Marijan Polić,21,133,Bronze medal;Vedran Šohinger,18,168,Bronze medal;Dijana Kreso,12,249,Honourable mention;Ivan Sikirić,12,249,nan;Goran Ljaljić,5,360,nan;Tomislav Gracin,2,410,nan"
Haiti,716.48,na
Hungary,6655.33,"Béla András Rácz,32,15,Gold medal;Endre Csóka,26,64,Silver medal;Péter Csikvári,23,99,Silver medal;Erika Renáta Kovács,22,113,Bronze medal;Viktor Harangi,21,133,Bronze medal;Balázs Gerencsér,18,168,Bronze medal"
IBRD only,1482.76,na
IDA & IBRD total,1269.12,na
IDA total,526.22,na
IDA blend,629.1,na
Indonesia,888.9,"Fajar Yuliawan,16,191,Bronze medal;Dhani Wiryawan Susilo,9,294,Honourable mention;Ainun Najib,5,360,nan;Guntur Sinardi,4,378,nan;Michael Samaradana Putr,3,393,nan;Syafri Bahar,1,431,nan"
IDA only,475.61,na
Isle of Man,25230.08,na
India,468.84,"Nikhil Ashok Savale,34,12,Gold medal;Swarnendu Datta,28,40,Silver medal;Sucharit Sarkar,28,40,Silver medal;Aditya Bhaskara,24,86,Silver medal;Shubhangi Saraf,22,113,Bronze medal;Tanmay N Deshpande,20,145,Bronze medal"
Not classified,,na
Ireland,32705.43,"David Murray,11,266,nan;James Wall,7,334,Honourable mention;Diarmuid Early,4,378,nan;EJ Daly,2,410,nan;Jerry Buckley,1,431,nan;Michael White,0,459,nan"
"Iran, Islamic Rep.",1910.48,na
Iraq,1254.16,na
