Country,GDP
Greece,10401.9830146096
Grenada,3032.23146217871
Greenland,16797.3578218828
Guatemala,1164.38166999029
Guam,
Guyana,607.74634327925
High income,20752.8967353848
"Hong Kong SAR, China",20395.5621886121
Honduras,896.283689659332
Heavily indebted poor countries (HIPC),353.275878013153
Croatia,
Haiti,255.685973208705
Hungary,3873.98772279767
IBRD only,1153.8196061985
IDA & IBRD total,1004.43013956515
IDA total,426.613763431233
IDA blend,524.617021092112
Indonesia,824.079148994808
IDA only,379.067991975476
Isle of Man,
India,301.50079120851
Not classified,
Ireland,14657.0615549805
"Iran, Islamic Rep.",1066.74193845197
Iraq,53.480234998687
Iceland,23579.7953612417
Israel,
Italy,18738.7638969132
Jamaica,2212.25641148563
Jordan,1375.54752910873
Japan,36345.2441262708
Kazakhstan,1429.07817700902
Kenya,226.521154346052
Kyrgyz Republic,449.065790188734
Cambodia,247.348584430364
Kiribati,593.237086484226
St. Kitts and Nevis,6363.68266836093
South Korea,8884.91946408987
Kuwait,14477.9510661167
Lao PDR,283.386298300245
Lebanon,2079.64617440574
Liberia,
Libya,6745.9256873386
St. Lucia,4608.5993123242
Latin America & Caribbean,3446.97781435099
Sri Lanka,579.990197012691
Lesotho,443.167229994817
Late-demographic dividend,1223.13708832334
Lithuania,
Latvia,
"Macao SAR, China",14881.606344962
St. Martin (French part),
Morocco,1217.42907714844
Moldova,
Madagascar,312.078933286749
Maldives,1311.46794590889
Middle East & North Africa,2323.27037796912
Mexico,6118.52586329108
Marshall Islands,2032.13877084014
Middle income,1006.44578034111
North Macedonia,1343.31528857667
Mali,296.458015095599
Malta,7296.31014355389
Myanmar,75.6915187386845
Middle East & North Africa (excluding high income),1272.0150238047
Montenegro,
Mongolia,338.456552496364
Northern Mariana Islands,
Mozambique,202.950186405685
Mauritania,825.793634579743
Mauritius,2973.79360834682
Malawi,293.782217679866
Malaysia,3511.53262892184
North America,25772.0640446898
Namibia,2153.34191251842
New Caledonia,15297.045903301
Niger,332.062215642227
Nigeria,551.892919214456
Nicaragua,388.021851813989
Netherlands,23122.4107668645
Norway,27963.6979095744
Nepal,172.096670144453
Nauru,
New Zealand,13094.3454502639
OECD members,19187.8415086653
Oman,6029.87638806126
Other small states,3086.20040404277
Pakistan,412.675398322459
Panama,3368.20278742197
Peru,1481.34098915924
Philippines,938.762280836084
Palau,
Papua New Guinea,1159.13976042936
Poland,2497.13055936127
Pre-demographic dividend,392.213213627858
Puerto Rico,10212.2767630564
"Korea, Dem. People's Rep.",
Portugal,9534.6563637308
Paraguay,1652.8043214394
West Bank and Gaza,
Pacific island small states,1574.57475493271
Post-demographic dividend,21367.611780969
French Polynesia,15844.3751773127
Qatar,14724.2591753497
Romania,1158.05632799712
Russia,2930.67016601563
Rwanda,249.410570345781
Saudi Arabia,7450.65879757365
Sudan,326.730712890625
Senegal,898.912999042974
Singapore,18290.130113185
Solomon Islands,849.35965027914
Sierra Leone,178.972997067935
El Salvador,1186.34072499191
San Marino,
Somalia,
Serbia,
Sub-Saharan Africa (excluding high income),652.232518561707
South Sudan,
Sub-Saharan Africa,653.055409176137
Small states,2982.14838141332
Sao Tome and Principe,
Suriname,1015.12803997006
Slovak Republic,3102.29685877712
Slovenia,
Sweden,24425.2849281118
Eswatini,1423.44971234422
Sint Maarten (Dutch part),
Seychelles,6978.68075445824
Syrian Arab Republic,2722.90538937476
Turks and Caicos Islands,
Chad,226.921157877574
Togo,302.446880489651
Thailand,2230.8411801125
Tajikistan,287.993968686814
Turkmenistan,788.985777444734
Timor-Leste,
Tonga,1391.97005179375
Trinidad and Tobago,3608.64168552058
Tunisia,1627.27571454335
Turkiye,3148.83643990722
Tuvalu,1011.98118269185
Tanzania,153.850997924805
Uganda,165.465035899964
Ukraine,1258.12951660156
Upper middle income,1488.78749551881
Uruguay,4729.92863906689
United States,26387.2937338171
Uzbekistan,596.983585612576
St. Vincent and the Grenadines,2519.84586834659
"Venezuela, RB",2835.68756916858
British Virgin Islands,
Virgin Islands (U.S.),
Viet Nam,185.187122026908
Vanuatu,1233.43168275123
Samoa,776.851911137018
Kosovo,
"Yemen, Rep.",1450.27585411537
South Africa,3461.33391131874
Zambia,395.785055496917
Zimbabwe,608.046610451325
