Country,GDP,info
Aruba,6283.0,na
Africa Eastern and Southern,555.61,na
Afghanistan,,na
Africa Western and Central,578.87,na
Angola,684.9,na
Albania,693.87,na
Andorra,10568.93,na
Arab World,2038.03,na
United Arab Emirates,23111.38,na
Argentina,3454.3,na
Armenia,,na
American Samoa,,na
Antigua and Barbuda,4488.2,na
Australia,11391.66,"David Hogan,25,60,Bronze medal;Ross Jones,20,80,Bronze medal;Catherine Playoust,19,87,Bronze medal;Terence Tao,19,87,Bronze medal;Ben Robinson,18,94,Bronze medal;Adrian Chen,16,108,nan"
Austria,13083.07,"Harold Steinacker,32,22,Silver medal;Wolfgang Stöcher,31,26,Silver medal;Helmuth Breitenfellner,24,62,Bronze medal;Markus Schorn,18,94,Bronze medal;Contestant 530,13,129,nan;Contestant 564,9,162,nan"
Azerbaijan,,na
Burundi,238.36,na
Belgium,12170.04,"Frédéric van der Plancke,26,54,Silver medal;Michel Bultreys,21,73,Bronze medal;Krist Blomme,17,103,Bronze medal;? ?,6,182,nan;? ?,5,189,nan;? ?,4,196,nan"
Benin,293.56,na
Burkina Faso,248.09,na
Bangladesh,221.57,na
Bulgaria,2260.43,"Iliya T. Kraichev,34,15,Gold medal;Ivaylo Marinov Nedelchev,30,30,Silver medal;Dragomir Peykov,27,51,Silver medal;Ivaylo Kortezov,26,54,Silver medal;Vladimir B. Mihov,23,66,Bronze medal;Nikolaii B. Mateev,21,73,Bronze medal"
Bahrain,6780.14,na
The Bahamas,9858.3,na
Bosnia and Herzegovina,,na
Belarus,,na
Belize,1385.47,na
Bermuda,20450.66,na
Bolivia,607.08,na
Brazil,,"Ralph Costa Teixeira,37,10,Gold medal;Alexandre de Azevedo Palmeira Filho,14,121,nan;André Luiz Viana Malta,9,162,nan;Evandro Gouvêa,8,172,nan;Marcelo Ricardo Xavier de Mendonça,1,207,nan;Marcos de Castro Pacitti,0,210,nan"
Barbados,5990.46,na
Brunei Darussalam,10262.93,na
Bhutan,383.09,na
Botswana,1180.91,na
Central African Republic,434.38,na
Canada,14521.18,"Ravi Vakil,32,22,Silver medal;Steven Siu,29,40,Silver medal;Giuseppe Russo,18,94,Bronze medal;Bryan Feir,14,121,nan;Rocky Lee,14,121,nan;Alexandru Romosan,5,189,nan"
Central Europe and the Baltics,,na
Switzerland,24459.85,na
Channel Islands,,na
Chile,1510.02,na
China,281.7,"Weimin Fang,41,4,Gold medal;Hao Zhang,39,8,Gold medal;Pingli Li,37,10,Gold medal;Qin Jing,26,54,Silver medal;Qiang Lin,19,87,Bronze medal;Jian Shen,15,110,nan"
Ivory Coast,888.34,na
Cameroon,1172.49,na
Democratic Republic of the Congo,253.52,na
"Congo, Rep.",870.3,na
Colombia,1166.3,"Mauricio Lopez,14,121,nan;Contestant 534,12,133,nan;Contestant 553,10,151,nan;Contestant 554,10,151,nan;Contestant 579,7,177,nan;Contestant 592,5,189,nan"
Comoros,723.18,na
