Country,GDP
Aruba,31902.8098183195
Africa Eastern and Southern,1507.98288075295
Afghanistan,497.741429257502
Africa Western and Central,1812.44682219421
Angola,2191.34776373555
Albania,5396.2142432843
Andorra,41328.6123929102
Arab World,6504.78963270487
United Arab Emirates,45376.1708381558
Argentina,9963.67416171662
Armenia,4828.50488626598
American Samoa,13672.576657298
Antigua and Barbuda,18730.0047966374
Australia,55049.571919719
Austria,50067.5857265892
Azerbaijan,4805.75371765917
Burundi,216.972970900616
Belgium,46641.7214017087
Benin,1170.8859954114
Burkina Faso,765.229560401644
Bangladesh,2122.07839667492
Bulgaria,9874.33632625168
Bahrain,25869.1129129041
The Bahamas,32279.0113630465
Bosnia and Herzegovina,6094.72482322311
Belarus,6837.76832136779
Belize,6134.21523305713
Bermuda,116153.166121638
Bolivia,3472.38083136442
Brazil,8845.32414932264
Barbados,19063.1022913841
Brunei Darussalam,30748.3092371228
Bhutan,3564.59877168289
Botswana,6691.16105313603
Central African Republic,426.408753120209
Canada,46374.1527517191
Central Europe and the Baltics,16349.9458268233
Switzerland,84121.9310304414
Channel Islands,61281.3272247009
Chile,14632.6903076927
China,10143.8602205959
Ivory Coast,2290.78737894927
Cameroon,1538.68791249516
Democratic Republic of the Congo,575.882781366465
"Congo, Rep.",2508.9447830009
Colombia,6436.50921529527
Comoros,1510.79732262852
Cabo Verde,3903.05031683625
Costa Rica,12669.3411549351
Caribbean small states,10405.8032088903
Cuba,9139.38051005519
Curacao,19220.6865793075
Cayman Islands,89846.321220347
Cyprus,29420.0
Czechia,23664.8478631108
Germany,46805.1384334439
Djibouti,2876.04366371536
Dominica,8561.58701121461
Denmark,59592.9806886454
Dominican Republic,8173.34469885261
Algeria,4021.9832660524
Ecuador,6233.25816692363
Egypt,3017.25833578941
Eritrea,
Spain,29581.5185513299
Estonia,23424.4847073518
Ethiopia,840.449601255171
European Union,35079.5342959551
Finland,48629.8582283032
Fiji,5927.72420758285
France,40494.8982936276
Faroe Islands,63203.7447848956
"Micronesia, Fed. Sts.",3734.99492723045
Gabon,7523.86228077637
United Kingdom,42662.5353740311
Georgia,4696.15058555612
Ghana,2167.92544000869
Gibraltar,
Guinea,1043.89988618266
"Gambia, The",722.875356284026
Guinea-Bissau,730.611432270196
Equatorial Guinea,7317.39002392662
Greece,19143.8876174584
Grenada,9887.92074235834
Greenland,53309.2035905065
Guatemala,4647.80754129437
Guam,37752.633077142
Guyana,6477.29672607993
High income,44725.9950930598
"Hong Kong SAR, China",48359.0011950597
Honduras,2519.36618467309
Heavily indebted poor countries (HIPC),985.130486573086
Croatia,15120.9029026824
Haiti,1345.4750547884
Hungary,16786.2136399075
IBRD only,6460.50116507722
IDA & IBRD total,5140.64185490117
IDA total,1434.10009720301
IDA blend,1876.65480569221
Indonesia,4151.22755440796
IDA only,1214.58259193876
Isle of Man,87152.4530176191
India,2050.1638002619
Not classified,
Ireland,80848.3019020489
