Country,GDP
Aruba,22050.589873287
Africa Eastern and Southern,818.121921351071
Afghanistan,199.643227895834
Africa Western and Central,697.851235696543
Angola,982.80558968862
Albania,1846.12012081207
Andorra,31954.1617868177
Arab World,2916.79565928024
United Arab Emirates,32607.3729348287
Argentina,3333.15290388997
Armenia,910.171261745184
American Samoa,9043.68236654528
Antigua and Barbuda,10968.8926839103
Australia,23718.1338501868
Austria,32294.0488606559
Azerbaijan,883.692580745256
Burundi,114.36700716216
Belgium,30655.2092679024
Benin,698.408777315146
Burkina Faso,363.818351959243
Bangladesh,440.714404819588
Bulgaria,2719.49436859287
Bahrain,14230.29675298
The Bahamas,26204.8804986853
Bosnia and Herzegovina,2031.40248331495
Belarus,1819.52653114699
Belize,4937.08990506267
Bermuda,66111.7252270035
Bolivia,892.355341638943
Brazil,3056.64979769494
Barbados,11998.1756941147
Brunei Darussalam,18521.3661264173
Bhutan,951.739170472716
Botswana,4111.73808510941
Central African Republic,283.675348129871
Canada,28300.4630963791
Central Europe and the Baltics,5949.802685117
Switzerland,49335.7456291067
Channel Islands,49428.3097589957
Chile,4823.25742097417
China,1288.63749136212
Ivory Coast,1173.06388178349
Cameroon,976.5193035158
Democratic Republic of the Congo,167.981575409282
"Congo, Rep.",1023.08849619066
Colombia,2305.17050697714
Comoros,959.228987622236
Cabo Verde,1693.97855163071
Costa Rica,4123.5064871039
Caribbean small states,5939.33562129529
Cuba,3205.68839767994
Curacao,
Cayman Islands,
Cyprus,20252.23828125
Czechia,9818.56849307488
Germany,30310.3575963774
Djibouti,771.374231644966
Dominica,5016.08823691755
Denmark,40458.7773986609
Dominican Republic,2399.49809124012
Algeria,2117.04822899287
Ecuador,2438.34368429156
Egypt,1056.93720896595
Eritrea,327.976020750513
Spain,21510.8362454011
Estonia,7203.52303786646
Ethiopia,117.860164733528
European Union,22967.9324064702
Finland,32927.6802919408
Fiji,2680.27074880376
France,29627.92426353
Faroe Islands,31691.880082905
"Micronesia, Fed. Sts.",2195.18715620947
Gabon,4724.2547983061
United Kingdom,34442.6875402308
Georgia,1010.03151630868
Ghana,357.847982643309
Gibraltar,
Guinea,392.879844202245
"Gambia, The",310.957068377345
Guinea-Bissau,362.906159271225
Equatorial Guinea,3146.51857534028
Greece,18518.3788387396
Grenada,5435.15180621121
Greenland,27459.8753295461
Guatemala,1737.87928692973
Guam,21844.110536463
Guyana,976.993263294444
High income,28617.3102430799
"Hong Kong SAR, China",23977.1734120477
Honduras,1142.81134979491
Heavily indebted poor countries (HIPC),408.382882056394
Croatia,8192.32263343511
Haiti,575.556830072863
Hungary,8419.43087098103
IBRD only,1647.15930304805
IDA & IBRD total,1405.00070718826
IDA total,574.077687050811
IDA blend,692.31505237585
Indonesia,1052.41319921916
IDA only,515.853296908332
Isle of Man,29877.9587606731
India,543.843798895899
Not classified,
Ireland,41203.5295847568
Iran,2259.51631977961
Iraq,809.845684048259
Iceland,39476.6978486684
Israel,19627.1754936631
Italy,27526.3224609957
