Country,GDP
Aruba,21375.269123446
Africa Eastern and Southern,631.928281719936
Afghanistan,182.174036617438
Africa Western and Central,619.712651802301
Angola,872.657637979076
Albania,1425.12421860142
Andorra,24784.9560887634
Arab World,2694.21956054884
United Arab Emirates,30221.9669995136
Argentina,2579.48876933284
Armenia,765.31617768154
American Samoa,8800.72881035461
Antigua and Barbuda,10549.6661892802
Australia,20301.8431713256
Austria,26527.5930910347
Azerbaijan,763.108895463487
Burundi,124.139301558193
Belgium,25006.191397109
Benin,564.379057652491
Burkina Faso,286.753714867893
Bangladesh,407.96296761642
Bulgaria,2092.98288625558
Bahrain,12819.9959353139
The Bahamas,26590.1401788013
Bosnia and Herzegovina,1602.5640389208
Belarus,1479.38066337175
Belize,4844.22857447243
Bermuda,62583.1002034588
Bolivia,888.198576030752
Brazil,2824.71541300038
Barbados,11658.629036798
Brunei Darussalam,16817.2388653005
Bhutan,841.366313296124
Botswana,3029.78836233973
Central African Republic,253.410670425052
Canada,24255.3385818322
Central Europe and the Baltics,4937.12485088172
Switzerland,42458.7384679187
Channel Islands,45279.6419356799
Chile,4477.18785325931
China,1148.51425712598
Ivory Coast,1020.95049150423
Cameroon,780.270553202226
Democratic Republic of the Congo,168.944805273879
"Congo, Rep.",910.869710766426
Colombia,2421.1621037421
Comoros,761.947888181814
Cabo Verde,1311.21458117954
Costa Rica,4021.42536130228
Caribbean small states,5595.37599779809
Cuba,3007.19307369322
Curacao,
Cayman Islands,
Cyprus,16093.21484375
Czechia,8060.86870292424
Germany,25197.2656001848
Djibouti,749.081632535869
Dominica,4881.13879312496
Denmark,33228.6935448819
Dominican Republic,3085.51781113784
Algeria,1794.811114232
Ecuador,2184.209243808
Egypt,1144.53239841974
Eritrea,286.297715428802
Spain,17106.686576658
Estonia,5341.62894677002
Ethiopia,110.460874721483
European Union,18759.6980246929
Finland,26997.7529897788
Fiji,2157.07659613693
France,24288.2700193508
Faroe Islands,27238.0255328878
"Micronesia, Fed. Sts.",2165.48682048718
Gabon,3976.64679620587
United Kingdom,30077.741432188
Georgia,853.526171868939
Ghana,297.046970350611
Gibraltar,
Guinea,343.934594296268
"Gambia, The",379.862417876486
Guinea-Bissau,324.969900019812
Equatorial Guinea,2395.84511947529
Greece,14177.5721592705
Grenada,4992.44140704535
Greenland,20652.8417042443
Guatemala,1682.99450068936
Guam,20878.059583054
Guyana,955.030210470206
High income,25689.0257374005
"Hong Kong SAR, China",24665.8362318216
Honduras,1119.42427348911
Heavily indebted poor countries (HIPC),371.681437035554
Croatia,6219.47321325884
Haiti,716.482616031128
Hungary,6655.33300865319
IBRD only,1482.76182944833
IDA & IBRD total,1269.11780259948
IDA total,526.222930316774
IDA blend,629.095889381353
Indonesia,888.901389665655
IDA only,475.607915438187
Isle of Man,25230.0755574049
India,468.844428308942
Not classified,
Ireland,32705.4345565698
Iran,1910.4771336696
Iraq,1254.16204512828
Iceland,32409.2161491753
Israel,19035.1024144493
Italy,22376.2978989329
Jamaica,3683.89333770788
Jordan,1816.40649289574
Japan,32820.7936433254
Kazakhstan,1658.03114240952
Kenya,401.092370099667
Kyrgyz Republic,321.727033227846
Cambodia,341.036765772756
Kiribati,781.362651616482
St. Kitts and Nevis,10398.5252825083
South Korea,13165.08362497
Kuwait,18626.774923183
Lao PDR,313.618440530675
Lebanon,4307.10082699491
Liberia,302.881886846333
Libya,3789.20526972462
St. Lucia,5562.45712272635
Latin America & Caribbean,3830.80615401614
Sri Lanka,865.302139114132
Lesotho,388.367476377443
Late-demographic dividend,1801.19722719561
Lithuania,4141.59270180102
Latvia,4136.93329688951
"Macao SAR, China",16393.7437301859
St. Martin (French part),
Morocco,1590.4873046875
Moldova,570.799866188293
Madagascar,310.92971094405
Maldives,3069.03987217911
Middle East & North Africa,3127.67307778429
Mexico,8032.99212058539
Marshall Islands,2417.39210217264
Middle income,1265.64256037607
North Macedonia,1989.13537265159
Mali,326.966659054935
Malta,11289.8897447166
Myanmar,145.817533865002
Middle East & North Africa (excluding high income),1791.9640655327
Montenegro,2106.6350684523
Mongolia,559.827709012681
Northern Mariana Islands,16640.3151810477
Mozambique,318.308992526757
Mauritania,629.781901660249
Mauritius,4018.94889731864
Malawi,431.696660975605
Malaysia,4177.10494176499
North America,36651.829107725
Namibia,1773.43155446127
New Caledonia,16885.8943867434
Niger,223.352392861667
Nigeria,733.537888694616
Nicaragua,993.38411432576
Netherlands,29343.2449960602
Norway,43170.557174499
Nepal,238.861254119722
Nauru,
New Zealand,16874.1874918196
OECD members,23474.8830653676
Oman,8380.03895178727
Other small states,4419.9422364679
Pakistan,599.789410758775
Panama,4163.52195937827
Peru,2003.97108061855
Philippines,1037.17478776606
Palau,8220.48763286484
Papua New Guinea,509.030491857518
Poland,5207.129304207
Pre-demographic dividend,521.469243276928
Puerto Rico,18731.4593897378
"Korea, Dem. People's Rep.",
Portugal,12936.6928204482
Paraguay,1361.24928059287
West Bank and Gaza,1156.21747345769
Pacific island small states,1701.23686667128
Post-demographic dividend,26453.160563486
French Polynesia,15302.3518545028
Qatar,27151.032498866
Romania,2119.85509684554
Russia,2377.52954101563
Rwanda,234.835125300954
Saudi Arabia,8380.95929551377
Sudan,529.451965332031
Senegal,688.187479533694
Singapore,22159.8373710639
Solomon Islands,768.49485066385
Sierra Leone,240.507519306305
El Salvador,2106.73946874831
San Marino,41770.1466183714
Somalia,
Serbia,2283.84668494941
