Country,GDP
Aruba,29127.7593841909
Africa Eastern and Southern,1545.61321503478
Afghanistan,355.777826392648
Africa Western and Central,1766.94361767929
Angola,1927.47407832091
Albania,6377.20309553753
Andorra,42072.3194231234
Arab World,6419.16102913915
United Arab Emirates,44332.3400513163
Argentina,10650.8604604345
Armenia,4972.78320361917
American Samoa,16653.7137781725
Antigua and Barbuda,17178.5437160522
Australia,60697.2454358579
Austria,53517.8904509612
Azerbaijan,5408.04535175023
Burundi,221.157803430781
Belgium,51850.3971840229
Benin,1360.91147421492
Burkina Faso,888.781078836766
Bangladesh,2457.92403936141
Bulgaria,12219.3418706779
Bahrain,26850.0033915702
The Bahamas,28260.4325506367
Bosnia and Herzegovina,7230.19883771887
Belarus,7489.71894713888
Belize,6060.96822340845
Bermuda,111774.669092278
Bolivia,3345.02300226194
Brazil,7696.78483012849
Barbados,17507.4679943101
Brunei Darussalam,31448.9127482937
Bhutan,3560.19770457687
Botswana,7238.79609753108
Central African Republic,461.137510956047
Canada,52515.1998350503
Central Europe and the Baltics,18814.1458170436
Switzerland,93446.4344518943
Channel Islands,67960.7269955768
Chile,16240.6077759729
China,12617.5051041181
Ivory Coast,2613.3788930684
Cameroon,1654.25703730592
Democratic Republic of the Congo,576.974729394136
"Congo, Rep.",2540.47321153317
Colombia,6182.70709867964
Comoros,1577.47084066126
Cabo Verde,3398.16537614695
Costa Rica,12604.0488374731
Caribbean small states,10174.3840940633
Cuba,
Curacao,17979.9982909306
Cayman Islands,88475.600468094
Cyprus,32745.84375
Czechia,26822.5141862111
Germany,51426.7503654421
Djibouti,3062.55148207643
Dominica,7668.15813216962
Denmark,69268.6517983134
Dominican Republic,8476.74963892506
Algeria,3700.31469728198
Ecuador,5965.13287054416
Egypt,3886.7224983901
Eritrea,
Spain,30488.8209528797
Estonia,27943.701219882
Ethiopia,925.00069759158
European Union,38721.0779400492
Finland,53504.6936483441
Fiji,4656.05134145
France,43671.3084099631
Faroe Islands,69108.2065823035
"Micronesia, Fed. Sts.",3588.75993317482
Gabon,8635.7971442819
United Kingdom,46869.759058411
Georgia,5023.27438368985
Ghana,2422.08591285021
Gibraltar,
Guinea,1189.17599945874
"Gambia, The",772.151450503284
Guinea-Bissau,795.118605039186
Equatorial Guinea,7406.08497479348
Greece,20310.6824798873
Grenada,9010.5127999358
Greenland,57116.295770722
Guatemala,5029.47755484093
Guam,35904.8635462723
Guyana,9994.64570422569
High income,48535.4658244281
"Hong Kong SAR, China",49764.793115622
Honduras,2771.72265387572
Heavily indebted poor countries (HIPC),1047.07519807515
Croatia,17809.0323901126
Haiti,1823.74222445285
Hungary,18753.0469453539
IBRD only,7284.44912688649
IDA & IBRD total,5718.69000304289
IDA total,1461.41110872415
IDA blend,1844.3200096414
Indonesia,4334.2159826606
IDA only,1272.35034845887
Isle of Man,
India,2238.12714218765
Not classified,
Ireland,102001.798249145
Iran,4084.20030479458
Iraq,4770.83534274738
Iceland,68710.2442005473
Israel,52129.5159612108
Italy,36449.2583375837
Jamaica,5183.5810181201
Jordan,4152.75795426388
Japan,40058.5373276179
Kazakhstan,10373.7897924367
Kenya,2069.66112881918
Kyrgyz Republic,1365.50830399287
Cambodia,1625.23502147979
Kiribati,1766.14428934624
St. Kitts and Nevis,18035.3861402469
South Korea,35142.264267481
Kuwait,32324.8409043988
Lao PDR,2535.62343413571
Lebanon,4136.14657516013
Liberia,675.66318584916
Libya,5908.9513231651
St. Lucia,10916.2270797887
Latin America & Caribbean,8478.6334058771
Sri Lanka,3996.57199501251
Lesotho,1029.50618912869
Late-demographic dividend,11556.4864563168
Lithuania,23849.6156993566
