,Year,Total,Gender,Symbol,GDP,Country
1346,1995,0.0,Nan,KWT,16424.9754090658,Kuwait
1347,1996,1.0,Nan,KWT,18488.8396111305,Kuwait
1348,1997,8.0,Nan,KWT,17230.0551042858,Kuwait
1349,1998,0.0,Nan,KWT,14258.3558211835,Kuwait
1350,1999,10.0,Nan,KWT,16044.4937935013,Kuwait
1351,2000,12.0,Nan,KWT,19493.8880490915,Kuwait
1352,2001,3.0,25.0,KWT,17517.7061456004,Kuwait
1353,2002,2.0,Nan,KWT,18626.774923183,Kuwait
1354,2003,8.0,Nan,KWT,22781.082819458,Kuwait
1355,2004,5.0,Nan,KWT,27601.4000590722,Kuwait
1356,2005,3.0,0.0,KWT,36144.9949458716,Kuwait
1357,2006,5.0,0.0,KWT,42970.6964488258,Kuwait
1358,2008,3.0,60.0,KWT,55595.4843129592,Kuwait
1359,2009,3.0,50.0,KWT,37906.2051851748,Kuwait
1360,2010,2.0,0.0,KWT,39212.5794137711,Kuwait
1361,2011,1.0,0.0,KWT,49010.3105001299,Kuwait
1362,2012,0.0,0.0,KWT,51271.0677569339,Kuwait
1363,1993,28.0,20.0,KGZ,449.065790188734,Kyrgyzstan
1364,1994,24.0,33.33333333333333,KGZ,372.307810016831,Kyrgyzstan
1365,1995,28.0,33.33333333333333,KGZ,364.226497350785,Kyrgyzstan
1366,1996,15.0,0.0,KGZ,394.860121460514,Kyrgyzstan
1367,1997,11.0,0.0,KGZ,376.4296132611,Kyrgyzstan
1368,1998,14.0,0.0,KGZ,345.138131648451,Kyrgyzstan
1369,1999,15.0,0.0,KGZ,258.049228785755,Kyrgyzstan
1370,2000,16.0,25.0,KGZ,279.619569260939,Kyrgyzstan
1371,2001,5.0,0.0,KGZ,308.409611591149,Kyrgyzstan
1372,2002,17.0,0.0,KGZ,321.727033227846,Kyrgyzstan
1373,2003,50.0,0.0,KGZ,380.506432394744,Kyrgyzstan
1374,2004,63.0,0.0,KGZ,433.234976590867,Kyrgyzstan
1375,2005,46.0,0.0,KGZ,476.551885951653,Kyrgyzstan
1376,2006,31.0,0.0,KGZ,543.110702403072,Kyrgyzstan
1377,2007,43.0,0.0,KGZ,721.769522542147,Kyrgyzstan
1378,2008,28.0,0.0,KGZ,966.393838565694,Kyrgyzstan
1379,2009,33.0,16.666666666666664,KGZ,871.224226887324,Kyrgyzstan
1380,2010,61.0,16.666666666666664,KGZ,880.038521818228,Kyrgyzstan
1381,2011,14.0,0.0,KGZ,1123.88314370665,Kyrgyzstan
1382,2012,50.0,16.666666666666664,KGZ,1177.97526115747,Kyrgyzstan
1383,2013,36.0,0.0,KGZ,1282.43824753314,Kyrgyzstan
1384,2014,29.0,16.666666666666664,KGZ,1279.77078445418,Kyrgyzstan
1385,2015,17.0,0.0,KGZ,1121.08269597662,Kyrgyzstan
1386,2016,34.0,16.666666666666664,KGZ,1120.66705800127,Kyrgyzstan
1387,2017,75.0,0.0,KGZ,1242.77022029305,Kyrgyzstan
1388,2018,41.0,16.666666666666664,KGZ,1308.13978544561,Kyrgyzstan
1389,2019,19.0,0.0,KGZ,1451.51563835807,Kyrgyzstan
1390,2016,0.0,66.66666666666666,LAO,2309.0490761946,Laos
1391,1992,36.0,0.0,LVA,,Latvia
1392,1993,73.0,0.0,LVA,,Latvia
1393,1994,98.0,16.666666666666664,LVA,,Latvia
1394,1995,97.0,33.33333333333333,LVA,2329.57673252552,Latvia
1395,1996,66.0,16.666666666666664,LVA,2431.70899961616,Latvia
1396,1997,124.0,0.0,LVA,2683.2413681237,Latvia
1397,1998,74.0,16.666666666666664,LVA,2973.53484252681,Latvia
1398,1999,86.0,33.33333333333333,LVA,3151.57701817354,Latvia
1399,2000,60.0,16.666666666666664,LVA,3361.64086880275,Latvia
1400,2001,71.0,16.666666666666664,LVA,3578.00190041351,Latvia
1401,2002,75.0,0.0,LVA,4136.93329688951,Latvia
1402,2003,50.0,16.666666666666664,LVA,5145.19523190241,Latvia
1403,2004,63.0,0.0,LVA,6378.66652057115,Latvia
1404,2005,62.0,0.0,LVA,7594.90238431362,Latvia
1405,2006,75.0,0.0,LVA,9723.44690174779,Latvia
1406,2007,58.0,16.666666666666664,LVA,14113.5291277327,Latvia
1407,2008,58.0,33.33333333333333,LVA,16467.1436879405,Latvia
1408,2009,61.0,16.666666666666664,LVA,12331.9285524089,Latvia
1409,2010,72.0,16.666666666666664,LVA,11420.9940032836,Latvia
1410,2011,68.0,16.666666666666664,LVA,13338.9622350852,Latvia
1411,2012,55.0,16.666666666666664,LVA,13847.3379393194,Latvia
1412,2013,47.0,16.666666666666664,LVA,15007.4918561719,Latvia
1413,2014,64.0,33.33333333333333,LVA,15742.3913381908,Latvia
1414,2015,36.0,16.666666666666664,LVA,13786.4567953114,Latvia
1415,2016,52.0,0.0,LVA,14331.7515885049,Latvia
1416,2017,84.0,16.666666666666664,LVA,15695.1151541059,Latvia
1417,2018,40.0,33.33333333333333,LVA,17865.0310947642,Latvia
1418,2019,56.0,16.666666666666664,LVA,17883.3494113217,Latvia
1419,2005,4.0,0.0,LIE,105751.498912828,Liechtenstein
1420,2006,2.0,0.0,LIE,114652.242430174,Liechtenstein
1421,2007,14.0,50.0,LIE,130908.389678938,Liechtenstein
1422,2008,16.0,50.0,LIE,143540.573432591,Liechtenstein
1423,2009,21.0,50.0,LIE,126261.397282982,Liechtenstein
1424,2011,4.0,0.0,LIE,158603.608966707,Liechtenstein
1425,2012,5.0,0.0,LIE,149461.78557146,Liechtenstein
1426,2013,15.0,0.0,LIE,173659.411799089,Liechtenstein
1427,2014,22.0,0.0,LIE,179467.516166777,Liechtenstein
1428,2015,18.0,0.0,LIE,167809.269874833,Liechtenstein
1429,2016,2.0,100.0,LIE,165845.995200652,Liechtenstein
1430,2017,22.0,100.0,LIE,170875.682067431,Liechtenstein
1431,1992,26.0,0.0,LTU,,Lithuania
1432,1993,41.0,33.33333333333333,LTU,,Lithuania
1433,1994,73.0,0.0,LTU,,Lithuania
1434,1995,74.0,0.0,LTU,2167.79258211454,Lithuania
1435,1996,68.0,0.0,LTU,2327.43485695499,Lithuania
1436,1997,67.0,0.0,LTU,2830.27807089131,Lithuania
1437,1998,40.0,16.666666666666664,LTU,3166.66653264509,Lithuania
1438,1999,54.0,0.0,LTU,3113.17906019859,Lithuania
1439,2000,34.0,0.0,LTU,3293.22997867086,Lithuania
1440,2001,39.0,0.0,LTU,3525.79363185461,Lithuania
1441,2002,74.0,0.0,LTU,4141.59270180102,Lithuania
1442,2003,49.0,0.0,LTU,5499.42898911387,Lithuania
1443,2004,65.0,0.0,LTU,6700.32719189382,Lithuania
1444,2005,53.0,16.666666666666664,LTU,7854.76527867855,Lithuania
1445,2006,94.0,0.0,LTU,9230.70798102521,Lithuania
1446,2007,92.0,0.0,LTU,12285.4470537014,Lithuania
1447,2008,92.0,0.0,LTU,14944.996652175,Lithuania
1448,2009,77.0,16.666666666666664,LTU,11820.7761591359,Lithuania
1449,2010,92.0,33.33333333333333,LTU,11987.508411647,Lithuania
1450,2011,87.0,33.33333333333333,LTU,14376.9478643932,Lithuania
1451,2012,69.0,0.0,LTU,14367.709424872,Lithuania
1452,2013,78.0,0.0,LTU,15729.6524666512,Lithuania
1453,2014,104.0,0.0,LTU,16551.018202078,Lithuania
1454,2015,54.0,0.0,LTU,14263.9645773495,Lithuania
1455,2016,84.0,16.666666666666664,LTU,15008.3132445526,Lithuania
1456,2017,69.0,16.666666666666664,LTU,16885.4073948373,Lithuania
1457,2018,77.0,50.0,LTU,19186.359591641,Lithuania
1458,2019,96.0,33.33333333333333,LTU,19615.5491450175,Lithuania
1459,1984,22.0,0.0,LUX,12126.9391987909,Luxembourg
1460,1986,22.0,0.0,LUX,18149.8692500239,Luxembourg
1461,1987,27.0,0.0,LUX,22443.4314633012,Luxembourg
1462,1988,64.0,0.0,LUX,25219.3542781732,Luxembourg
1463,1989,65.0,0.0,LUX,26618.0695774968,Luxembourg
1464,1990,58.0,0.0,LUX,33465.478207919,Luxembourg
1465,1991,30.0,0.0,LUX,35747.3377992066,Luxembourg
1466,1993,20.0,0.0,LUX,40066.7242518773,Luxembourg
1467,1994,32.0,0.0,LUX,43933.235442736,Luxembourg
1468,1998,25.0,0.0,LUX,47445.3810812051,Luxembourg
1469,1999,26.0,0.0,LUX,50872.4492684624,Luxembourg
1470,2000,51.0,0.0,LUX,48659.5988753233,Luxembourg
1471,2001,4.0,0.0,LUX,48440.1420151355,Luxembourg
1472,2002,12.0,0.0,LUX,53005.7339209179,Luxembourg
1473,2003,25.0,0.0,LUX,65689.3214536911,Luxembourg
1474,2004,36.0,0.0,LUX,76544.9170868473,Luxembourg
1475,2005,3.0,0.0,LUX,80988.1376230858,Luxembourg
1476,2006,12.0,0.0,LUX,90788.8004876145,Luxembourg
1477,2007,34.0,33.33333333333333,LUX,107475.320297978,Luxembourg
1478,2008,60.0,20.0,LUX,120422.137934157,Luxembourg
1479,2009,65.0,16.666666666666664,LUX,109419.746953106,Luxembourg
1480,2010,31.0,0.0,LUX,110885.991378721,Luxembourg
1481,2011,48.0,16.666666666666664,LUX,119025.057203467,Luxembourg
1482,2012,36.0,25.0,LUX,112584.676270958,Luxembourg
1483,2013,25.0,50.0,LUX,120000.140729859,Luxembourg
1484,2014,41.0,33.33333333333333,LUX,123678.702143275,Luxembourg
1485,2015,12.0,50.0,LUX,105462.012584423,Luxembourg
1486,2016,14.0,33.33333333333333,LUX,106899.293549552,Luxembourg
1487,2017,45.0,16.666666666666664,LUX,110193.213797228,Luxembourg
1488,2018,14.0,0.0,LUX,116786.511654677,Luxembourg
1489,2019,9.0,33.33333333333333,LUX,112726.439672814,Luxembourg
1490,1990,32.0,Nan,MAC,9269.64863715238,Macau
1491,1991,18.0,16.666666666666664,MAC,10390.0485970666,Macau
1492,1992,35.0,Nan,MAC,13197.5325322927,Macau
1493,1993,24.0,Nan,MAC,14881.606344962,Macau
1494,1994,75.0,Nan,MAC,16233.4071025555,Macau
1495,1995,33.0,Nan,MAC,17764.547126789,Macau
1496,1996,44.0,Nan,MAC,17751.5364951796,Macau
1497,1997,55.0,Nan,MAC,17652.5890034057,Macau
1498,1998,29.0,Nan,MAC,16232.5257182761,Macau
1499,1999,41.0,Nan,MAC,15387.5287044496,Macau
1500,2000,16.0,Nan,MAC,15684.7795496765,Macau
1501,2001,32.0,16.666666666666664,MAC,15622.7030493852,Macau
1502,2002,50.0,Nan,MAC,16393.7437301859,Macau
1503,2003,40.0,Nan,MAC,17828.9539685654,Macau
1504,2004,86.0,Nan,MAC,22381.9231911914,Macau
1505,2005,38.0,16.666666666666664,MAC,24886.5805921909,Macau
1506,2006,63.0,33.33333333333333,MAC,29637.7670637369,Macau
1507,2007,73.0,16.666666666666664,MAC,35782.8607152865,Macau
1508,2008,58.0,16.666666666666664,MAC,39745.7618028691,Macau
1509,2009,49.0,0.0,MAC,39754.9761535003,Macau
1510,2011,71.0,0.0,MAC,64528.3628232928,Macau
1511,2012,40.0,0.0,MAC,74111.6011863847,Macau
1512,2014,74.0,0.0,MAC,90873.6024865671,Macau
1513,2015,88.0,0.0,MAC,73220.6355551661,Macau
1514,2016,108.0,33.33333333333333,MAC,71919.054918813,Macau
1515,2017,94.0,16.666666666666664,MAC,78896.2747485132,Macau
1516,2018,61.0,16.666666666666664,MAC,84779.4536941057,Macau
1517,2019,92.0,0.0,MAC,82998.6361006441,Macau
1518,2016,10.0,40.0,MDG,464.61615837171,Madagascar
1519,1995,1.0,Nan,MYS,4405.11676395634,Malaysia
1520,1996,9.0,Nan,MYS,4874.81972520082,Malaysia
1521,1997,19.0,Nan,MYS,4706.31491259882,Malaysia
1522,1998,32.0,Nan,MYS,3308.83565299935,Malaysia
1523,1999,37.0,0.0,MYS,3538.36299288587,Malaysia
1524,2000,32.0,0.0,MYS,4087.56259349384,Malaysia
1525,2001,36.0,0.0,MYS,3941.12266621369,Malaysia
1526,2002,26.0,Nan,MYS,4177.10494176499,Malaysia
1527,2003,26.0,Nan,MYS,4454.52676383656,Malaysia
1528,2004,34.0,Nan,MYS,4924.33811126582,Malaysia
1529,2005,15.0,0.0,MYS,5536.83748306949,Malaysia
1530,2006,40.0,0.0,MYS,6137.15053996313,Malaysia
1531,2007,34.0,16.666666666666664,MYS,7144.00023998183,Malaysia
1532,2008,65.0,16.666666666666664,MYS,8343.3033817446,Malaysia
1533,2009,31.0,0.0,MYS,7167.87719423373,Malaysia
1534,2010,75.0,0.0,MYS,8880.14580454109,Malaysia
1535,2011,93.0,0.0,MYS,10209.3719445027,Malaysia
1536,2012,100.0,0.0,MYS,10601.5104558966,Malaysia
1537,2013,117.0,0.0,MYS,10727.6690215542,Malaysia
1538,2014,129.0,0.0,MYS,11045.5801207599,Malaysia
1539,2015,66.0,16.666666666666664,MYS,9699.60046342736,Malaysia
1540,2016,77.0,16.666666666666664,MYS,9555.66959336559,Malaysia
1541,2017,101.0,16.666666666666664,MYS,9979.70447282371,Malaysia
1542,2018,90.0,0.0,MYS,11073.9789704691,Malaysia
1543,2019,71.0,0.0,MYS,11132.1027429418,Malaysia
1544,2009,8.0,0.0,MRT,1418.94084292347,Mauritania
1545,1987,17.0,0.0,MEX,1902.46153428333,Mexico
1546,1988,40.0,0.0,MEX,2302.02195363862,Mexico
1547,1989,79.0,16.666666666666664,MEX,2759.47591912687,Mexico
1548,1990,69.0,0.0,MEX,3196.92006131977,Mexico
1549,1991,76.0,0.0,MEX,3756.85259707081,Mexico
1550,1992,32.0,0.0,MEX,4272.78872597018,Mexico
1551,1993,24.0,16.666666666666664,MEX,6118.52586329108,Mexico
1552,1994,29.0,0.0,MEX,6268.71832284995,Mexico
1553,1995,43.0,0.0,MEX,4225.40044835213,Mexico
1554,1996,34.0,0.0,MEX,4718.57408573156,Mexico
1555,1997,105.0,0.0,MEX,5617.43024399101,Mexico
1556,1998,62.0,0.0,MEX,5882.4214338638,Mexico
1557,1999,53.0,16.666666666666664,MEX,6552.6610754969,Mexico
1558,2000,75.0,0.0,MEX,7581.84564147003,Mexico
1559,2001,56.0,0.0,MEX,8009.15833972447,Mexico
1560,2002,67.0,0.0,MEX,8032.99212058539,Mexico
1561,2003,64.0,33.33333333333333,MEX,7473.93237537911,Mexico
1562,2004,96.0,0.0,MEX,7883.5231908285,Mexico
1563,2005,91.0,0.0,MEX,8702.11448090478,Mexico
1564,2006,110.0,0.0,MEX,9545.28672531477,Mexico
1565,2007,86.0,0.0,MEX,10178.4422371206,Mexico
1566,2008,87.0,0.0,MEX,10589.9518745518,Mexico
1567,2009,74.0,0.0,MEX,8495.65308070414,Mexico
1568,2010,102.0,0.0,MEX,9823.16407600128,Mexico
1569,2011,120.0,0.0,MEX,10766.6099388208,Mexico
1570,2012,102.0,0.0,MEX,10842.7330888296,Mexico
1571,2013,139.0,0.0,MEX,11317.4910611485,Mexico
1572,2014,128.0,0.0,MEX,11490.0216901556,Mexico
1573,2015,114.0,0.0,MEX,10098.1731805195,Mexico
1574,2016,126.0,16.666666666666664,MEX,9152.73722334937,Mexico
1575,2017,96.0,0.0,MEX,9693.33009125499,Mexico
1576,2018,123.0,0.0,MEX,10130.3206984553,Mexico
1577,2019,111.0,16.666666666666664,MEX,10434.5783651735,Mexico
1578,1984,146.0,Nan,MNG,1121.32736213783,Mongolia
1579,1985,62.0,Nan,MNG,1138.95679580194,Mongolia
1580,1986,54.0,Nan,MNG,1470.20723091522,Mongolia
1581,1987,67.0,Nan,MNG,1494.24121272203,Mongolia
1582,1990,54.0,Nan,MNG,1184.76291423329,Mongolia
1583,1991,33.0,Nan,MNG,1081.33411981298,Mongolia
1584,1992,51.0,Nan,MNG,589.14169403082,Mongolia
1585,1993,24.0,Nan,MNG,338.456552496364,Mongolia
1586,1994,65.0,Nan,MNG,402.265074762866,Mongolia
1587,1995,91.0,Nan,MNG,623.157455213889,Mongolia
1588,1996,49.0,Nan,MNG,570.937900470138,Mongolia
1589,1997,106.0,Nan,MNG,495.821891709157,Mongolia
1590,1998,91.0,Nan,MNG,467.51393462996,Mongolia
1591,1999,78.0,Nan,MNG,435.418494422327,Mongolia
1592,2000,67.0,Nan,MNG,463.853881903101,Mongolia
1593,2001,79.0,0.0,MNG,512.819469988285,Mongolia
1594,2002,82.0,Nan,MNG,559.827709012681,Mongolia
1595,2003,93.0,Nan,MNG,633.946559636492,Mongolia
1596,2004,135.0,Nan,MNG,784.912071951003,Mongolia
1597,2006,80.0,0.0,MNG,1322.64067515404,Mongolia
1598,2007,88.0,16.666666666666664,MNG,1625.31847375123,Mongolia
1599,2008,106.0,16.666666666666664,MNG,2134.94983195668,Mongolia
1600,2009,72.0,0.0,MNG,1718.91402182752,Mongolia
1601,2010,79.0,33.33333333333333,MNG,2660.28817507398,Mongolia
1602,2011,69.0,16.666666666666664,MNG,3793.74365523458,Mongolia
1603,2012,90.0,16.666666666666664,MNG,4402.30452266711,Mongolia
1604,2013,84.0,16.666666666666664,MNG,4422.30087600131,Mongolia
1605,2014,102.0,0.0,MNG,4211.93943552954,Mongolia
1606,2015,74.0,0.0,MNG,3919.35121343969,Mongolia
1607,2016,115.0,0.0,MNG,3690.75677759847,Mongolia
1608,2017,93.0,0.0,MNG,3708.24822134669,Mongolia
1609,2018,132.0,0.0,MNG,4165.02282101895,Mongolia
1610,2019,141.0,33.33333333333333,MNG,4394.94715044543,Mongolia
1611,2007,17.0,33.33333333333333,MON,,Montenegro
1612,2008,24.0,33.33333333333333,MON,,Montenegro
1613,2009,23.0,25.0,MON,,Montenegro
1614,2010,7.0,0.0,MON,,Montenegro
1615,2011,13.0,25.0,MON,,Montenegro
1616,2012,5.0,50.0,MON,,Montenegro
1617,2013,1.0,50.0,MON,,Montenegro
1618,2014,21.0,100.0,MON,,Montenegro
1619,2015,19.0,33.33333333333333,MON,,Montenegro
1620,2016,24.0,0.0,MON,,Montenegro
1621,2017,42.0,25.0,MON,,Montenegro
1622,2018,20.0,25.0,MON,,Montenegro
1623,2019,33.0,0.0,MON,,Montenegro
1624,1984,56.0,Nan,MAR,675.016479492188,Morocco
1625,1985,60.0,Nan,MAR,666.7158203125,Morocco
1626,1986,90.0,Nan,MAR,846.905883789063,Morocco
1627,1987,88.0,Nan,MAR,928.498107910156,Morocco
1628,1988,62.0,0.0,MAR,1076.0927734375,Morocco
1629,1989,63.0,Nan,MAR,1081.96533203125,Morocco
1630,1990,71.0,Nan,MAR,1219.42443847656,Morocco
1631,1991,85.0,Nan,MAR,1282.57958984375,Morocco
1632,1992,45.0,Nan,MAR,1317.32995605469,Morocco
1633,1993,49.0,Nan,MAR,1217.42907714844,Morocco
1634,1994,105.0,Nan,MAR,1348.5390625,Morocco
1635,1995,138.0,Nan,MAR,1455.95031738281,Morocco
1636,1996,19.0,Nan,MAR,1585.72277832031,Morocco
1637,1997,48.0,Nan,MAR,1416.900390625,Morocco
1638,1998,42.0,Nan,MAR,1658.47180175781,Morocco
1639,1999,48.0,Nan,MAR,1627.13513183594,Morocco
1640,2000,48.0,Nan,MAR,1492.37707519531,Morocco
1641,2001,45.0,0.0,MAR,1500.36340332031,Morocco
1642,2002,39.0,Nan,MAR,1590.4873046875,Morocco
1643,2003,43.0,Nan,MAR,1936.09020996094,Morocco
1644,2004,88.0,Nan,MAR,2177.798828125,Morocco
1645,2005,18.0,0.0,MAR,2237.576171875,Morocco
1646,2006,55.0,0.0,MAR,2433.21264648438,Morocco
1647,2007,28.0,0.0,MAR,2751.42358398438,Morocco
1648,2008,58.0,16.666666666666664,MAR,3180.17065429688,Morocco
1649,2009,32.0,16.666666666666664,MAR,3118.1416015625,Morocco
1650,2010,55.0,0.0,MAR,3067.85180664063,Morocco
1651,2011,64.0,16.666666666666664,MAR,3302.453125,Morocco
1652,2012,49.0,0.0,MAR,3164.00463867188,Morocco
1653,2013,17.0,20.0,MAR,3377.6435546875,Morocco
1654,2014,43.0,0.0,MAR,3430.53442382813,Morocco
1655,2015,27.0,0.0,MAR,3139.22827148438,Morocco
1656,2016,46.0,16.666666666666664,MAR,3132.9521484375,Morocco
1657,2017,75.0,0.0,MAR,3288.50268554688,Morocco
1658,2018,46.0,0.0,MAR,3492.67260742188,Morocco
1659,2019,80.0,33.33333333333333,MAR,3498.58276367188,Morocco
1660,2004,13.0,33.33333333333333,MOZ,403.020713102699,Mozambique
1661,2005,2.0,20.0,MOZ,438.793472737165,Mozambique
1662,2006,0.0,33.33333333333333,MOZ,458.615152006485,Mozambique
1663,2016,13.0,16.666666666666664,MMR,1218.21703407842,Myanmar
1664,2017,15.0,16.666666666666664,MMR,1263.28526342903,Myanmar
1665,2018,23.0,0.0,MMR,1288.41808699092,Myanmar
1666,2019,11.0,16.666666666666664,MMR,1415.37967619462,Myanmar
1667,2016,0.0,0.0,NPL,880.224893639824,Nepal
1668,2017,3.0,0.0,NPL,1027.96547447264,Nepal
1669,2018,5.0,0.0,NPL,1161.5343496373,Nepal
1670,2019,17.0,0.0,NPL,1185.68231817311,Nepal
1671,1984,93.0,0.0,NET,,Netherlands
1672,1985,72.0,0.0,NET,,Netherlands
1673,1987,146.0,0.0,NET,,Netherlands
1674,1988,85.0,0.0,NET,,Netherlands
1675,1989,92.0,0.0,NET,,Netherlands
1676,1990,90.0,0.0,NET,,Netherlands
1677,1991,73.0,0.0,NET,,Netherlands
1678,1992,71.0,0.0,NET,,Netherlands
1679,1993,58.0,0.0,NET,,Netherlands
1680,1994,99.0,0.0,NET,,Netherlands
1681,1995,85.0,0.0,NET,,Netherlands
1682,1996,26.0,0.0,NET,,Netherlands
1683,1997,94.0,16.666666666666664,NET,,Netherlands
1684,1998,62.0,0.0,NET,,Netherlands
1685,1999,74.0,0.0,NET,,Netherlands
1686,2000,60.0,0.0,NET,,Netherlands
1687,2001,42.0,0.0,NET,,Netherlands
1688,2002,55.0,33.33333333333333,NET,,Netherlands
1689,2003,30.0,16.666666666666664,NET,,Netherlands
1690,2004,53.0,33.33333333333333,NET,,Netherlands
1691,2005,62.0,33.33333333333333,NET,,Netherlands
1692,2006,57.0,0.0,NET,,Netherlands
1693,2007,65.0,0.0,NET,,Netherlands
1694,2008,94.0,0.0,NET,,Netherlands
1695,2009,79.0,16.666666666666664,NET,,Netherlands
1696,2010,94.0,16.666666666666664,NET,,Netherlands
1697,2011,115.0,16.666666666666664,NET,,Netherlands
1698,2012,115.0,16.666666666666664,NET,,Netherlands
1699,2013,133.0,16.666666666666664,NET,,Netherlands
1700,2014,155.0,16.666666666666664,NET,,Netherlands
1701,2015,76.0,16.666666666666664,NET,,Netherlands
1702,2016,98.0,0.0,NET,,Netherlands
1703,2017,116.0,0.0,NET,,Netherlands
1704,2018,123.0,0.0,NET,,Netherlands
1705,2019,117.0,0.0,NET,,Netherlands
1706,1988,47.0,0.0,NZL,13759.1556295922,New Zealand
1707,1989,69.0,Nan,NZL,13312.3855858113,New Zealand
1708,1990,83.0,16.666666666666664,NZL,13663.0216184298,New Zealand
1709,1991,91.0,16.666666666666664,NZL,12230.0734548834,New Zealand
1710,1992,41.0,16.666666666666664,NZL,11793.1392416214,New Zealand
1711,1993,43.0,16.666666666666664,NZL,13094.3454502639,New Zealand
1712,1994,116.0,0.0,NZL,15280.3127842922,New Zealand
1713,1995,84.0,16.666666666666664,NZL,17400.4201848172,New Zealand
1714,1996,60.0,Nan,NZL,18794.436039393,New Zealand
1715,1997,71.0,16.666666666666664,NZL,17474.187029724,New Zealand
1716,1998,50.0,33.33333333333333,NZL,14738.4455703918,New Zealand
1717,1999,53.0,33.33333333333333,NZL,15322.2238340267,New Zealand
1718,2000,34.0,0.0,NZL,13641.1027183822,New Zealand
1719,2001,58.0,0.0,NZL,13882.8568268586,New Zealand
1720,2002,82.0,16.666666666666664,NZL,16874.1874918196,New Zealand
1721,2003,43.0,16.666666666666664,NZL,21913.7081719961,New Zealand
1722,2004,56.0,33.33333333333333,NZL,25420.234882944,New Zealand
1723,2005,77.0,33.33333333333333,NZL,27751.0654708859,New Zealand
1724,2006,66.0,0.0,NZL,26654.5932018985,New Zealand
1725,2007,71.0,16.666666666666664,NZL,32479.9817381467,New Zealand
1726,2008,42.0,16.666666666666664,NZL,31252.9625640673,New Zealand
1727,2009,53.0,0.0,NZL,28209.3623271229,New Zealand
1728,2010,106.0,0.0,NZL,33676.7741239925,New Zealand
1729,2011,114.0,0.0,NZL,38387.6270784076,New Zealand
1730,2012,75.0,16.666666666666664,NZL,39973.3807587223,New Zealand
1731,2013,77.0,16.666666666666664,NZL,42976.6495882584,New Zealand
1732,2014,76.0,0.0,NZL,44572.8987536626,New Zealand
1733,2015,72.0,0.0,NZL,38630.7265886928,New Zealand
1734,2016,81.0,0.0,NZL,40058.1961621466,New Zealand
1735,2017,94.0,16.666666666666664,NZL,42910.9728362488,New Zealand
1736,2018,102.0,0.0,NZL,43236.8866923404,New Zealand
1737,2019,89.0,16.666666666666664,NZL,42796.4305818389,New Zealand
1738,1987,13.0,Nan,NIC,,Nicaragua
1739,2013,22.0,0.0,NIC,1794.78918809148,Nicaragua
1740,2015,26.0,0.0,NIC,2025.32143224265,Nicaragua
1741,2016,45.0,0.0,NIC,2079.45102735861,Nicaragua
1742,2017,44.0,0.0,NIC,2127.28281786358,Nicaragua
1743,2019,17.0,0.0,NIC,1905.63832831484,Nicaragua
1744,2006,11.0,16.666666666666664,NGA,1652.15400173092,Nigeria
1745,2007,20.0,0.0,NGA,1876.41303262801,Nigeria
1746,2009,17.0,16.666666666666664,NGA,1883.88778309689,Nigeria
1747,2010,27.0,20.0,NGA,2280.11128904338,Nigeria
1748,2011,40.0,33.33333333333333,NGA,2504.87910104512,Nigeria
1749,2012,52.0,0.0,NGA,2728.02278831129,Nigeria
1750,2013,18.0,0.0,NGA,2976.75683168398,Nigeria
1751,2014,32.0,0.0,NGA,3200.95279935925,Nigeria
1752,2015,22.0,16.666666666666664,NGA,2679.5542234874,Nigeria
1753,2016,24.0,0.0,NGA,2144.78034442697,Nigeria
1754,2017,51.0,0.0,NGA,1941.87947889475,Nigeria
1755,2018,26.0,0.0,NGA,2125.83449073877,Nigeria
1756,2019,47.0,50.0,MKD,6070.38805358275,North Macedonia
1757,1984,24.0,0.0,NOR,14989.4857665906,Norway
1758,1985,35.0,0.0,NOR,15753.5527652129,Norway
1759,1986,68.0,Nan,NOR,18883.2333523873,Norway
1760,1987,69.0,0.0,NOR,22505.8622623684,Norway
1761,1988,33.0,0.0,NOR,24207.281468963,Norway
1762,1989,64.0,0.0,NOR,24281.1304051396,Norway
1763,1990,112.0,0.0,NOR,28242.981402822,Norway
1764,1991,85.0,16.666666666666664,NOR,28596.9330036444,Norway
1765,1992,77.0,16.666666666666664,NOR,30523.9850558974,Norway
1766,1993,44.0,20.0,NOR,27963.6979095744,Norway
1767,1994,80.0,0.0,NOR,29315.8092337732,Norway
1768,1995,70.0,16.666666666666664,NOR,34875.7043347536,Norway
1769,1996,60.0,0.0,NOR,37321.9741993473,Norway
1770,1997,79.0,0.0,NOR,36629.0309036621,Norway
1771,1998,33.0,0.0,NOR,34803.4634058738,Norway
1772,1999,67.0,0.0,NOR,36393.2927471088,Norway
1773,2000,45.0,0.0,NOR,38178.2368777076,Norway
1774,2001,48.0,0.0,NOR,38601.897639231,Norway
1775,2002,72.0,0.0,NOR,43170.557174499,Norway
1776,2003,62.0,0.0,NOR,50250.3298214345,Norway
1777,2004,55.0,16.666666666666664,NOR,57768.6980958462,Norway
1778,2005,38.0,33.33333333333333,NOR,67047.1704558264,Norway
1779,2006,52.0,0.0,NOR,74434.4996835671,Norway
1780,2007,79.0,16.666666666666664,NOR,85502.2677087731,Norway
1781,2008,62.0,0.0,NOR,97503.5407803783,Norway
1782,2009,60.0,0.0,NOR,80347.5700665184,Norway
