,Year,Total,Gender,Symbol,GDP,Country
883,2010,138.0,16.666666666666664,GER,,Germany
884,2011,150.0,16.666666666666664,GER,,Germany
885,2012,102.0,0.0,GER,,Germany
886,2013,127.0,0.0,GER,,Germany
887,2014,152.0,0.0,GER,,Germany
888,2015,102.0,0.0,GER,,Germany
889,2016,131.0,16.666666666666664,GER,,Germany
890,2017,106.0,0.0,GER,,Germany
891,2018,131.0,0.0,GER,,Germany
892,2019,126.0,0.0,GER,,Germany
893,2014,0.0,100.0,GHA,1942.92186873525,Ghana
894,2015,5.0,40.0,GHA,1711.27131722255,Ghana
895,2016,5.0,33.33333333333333,GHA,1900.39767444476,Ghana
896,2017,6.0,0.0,GHA,1998.72266581387,Ghana
897,2018,13.0,40.0,GHA,2180.02968425645,Ghana
898,2019,11.0,50.0,GHA,2167.92544000869,Ghana
899,1984,88.0,Nan,GRE,,Greece
900,1985,69.0,Nan,GRE,,Greece
901,1986,63.0,Nan,GRE,,Greece
902,1987,111.0,Nan,GRE,,Greece
903,1988,65.0,0.0,GRE,,Greece
904,1989,122.0,Nan,GRE,,Greece
905,1990,62.0,Nan,GRE,,Greece
906,1991,81.0,33.33333333333333,GRE,,Greece
907,1992,37.0,16.666666666666664,GRE,,Greece
908,1994,91.0,Nan,GRE,,Greece
909,1995,66.0,Nan,GRE,,Greece
910,1996,95.0,Nan,GRE,,Greece
911,1997,75.0,Nan,GRE,,Greece
912,1998,90.0,Nan,GRE,,Greece
913,1999,57.0,Nan,GRE,,Greece
914,2000,46.0,Nan,GRE,,Greece
915,2001,86.0,0.0,GRE,,Greece
916,2002,62.0,Nan,GRE,,Greece
917,2003,88.0,Nan,GRE,,Greece
918,2004,126.0,Nan,GRE,,Greece
919,2005,58.0,0.0,GRE,,Greece
920,2006,69.0,16.666666666666664,GRE,,Greece
921,2007,89.0,16.666666666666664,GRE,,Greece
922,2008,85.0,16.666666666666664,GRE,,Greece
923,2009,86.0,0.0,GRE,,Greece
924,2010,95.0,0.0,GRE,,Greece
925,2011,99.0,0.0,GRE,,Greece
926,2012,107.0,0.0,GRE,,Greece
927,2013,101.0,0.0,GRE,,Greece
928,2014,109.0,16.666666666666664,GRE,,Greece
929,2015,71.0,16.666666666666664,GRE,,Greece
930,2016,84.0,16.666666666666664,GRE,,Greece
931,2017,127.0,0.0,GRE,,Greece
932,2018,74.0,0.0,GRE,,Greece
933,2019,112.0,16.666666666666664,GRE,,Greece
934,1997,7.0,50.0,GTM,1649.00160206099,Guatemala
935,1999,19.0,33.33333333333333,GTM,1619.51073552531,Guatemala
936,2000,11.0,16.666666666666664,GTM,1664.30774802438,Guatemala
937,2001,12.0,0.0,GTM,1550.36174652973,Guatemala
938,2002,4.0,0.0,GTM,1682.99450068936,Guatemala
939,2005,6.0,0.0,GTM,2068.48820631493,Guatemala
940,2008,16.0,0.0,GTM,2802.45158245094,Guatemala
941,2009,14.0,0.0,GTM,2651.83174404335,Guatemala
942,2010,12.0,0.0,GTM,2852.55759284808,Guatemala
943,2011,8.0,75.0,GTM,3228.03827784076,Guatemala
944,2012,11.0,50.0,GTM,3355.03477737406,Guatemala
945,2017,20.0,25.0,GTM,4454.02450948165,Guatemala
946,2018,11.0,0.0,GTM,4485.75213495073,Guatemala
947,2019,4.0,0.0,GTM,4647.80754129437,Guatemala
948,2008,17.0,0.0,HND,1713.41816440351,Honduras
949,2009,24.0,0.0,HND,1762.34916029174,Honduras
950,2011,7.0,0.0,HND,2053.95969493403,Honduras
951,2012,15.0,0.0,HND,2107.34542786596,Honduras
952,2013,0.0,0.0,HND,2064.55053629483,Honduras
953,2016,10.0,0.0,HND,2295.53627000423,Honduras
954,2017,12.0,0.0,HND,2403.30608839303,Honduras
955,2018,6.0,66.66666666666666,HND,2457.6860424186,Honduras
956,2019,3.0,0.0,HND,2519.36618467309,Honduras
957,1988,68.0,16.666666666666664,HKG,10609.7456394545,Hong Kong
958,1989,127.0,16.666666666666664,HKG,12097.7487914553,Hong Kong
959,1990,105.0,0.0,HKG,13485.6314525052,Hong Kong
960,1991,91.0,0.0,HKG,15465.9245305858,Hong Kong
961,1992,89.0,0.0,HKG,17976.4688629053,Hong Kong
962,1993,70.0,0.0,HKG,20395.5621886121,Hong Kong
963,1994,162.0,0.0,HKG,22502.5302426236,Hong Kong
964,1995,151.0,0.0,HKG,23497.3920767477,Hong Kong
965,1996,84.0,16.666666666666664,HKG,24818.3021600084,Hong Kong
966,1997,106.0,0.0,HKG,27330.0933613355,Hong Kong
967,1998,102.0,0.0,HKG,25808.8609899709,Hong Kong
968,1999,73.0,0.0,HKG,25091.6665997966,Hong Kong
969,2000,80.0,0.0,HKG,25756.7728723704,Hong Kong
970,2001,107.0,16.666666666666664,HKG,25230.3780910304,Hong Kong
971,2002,120.0,33.33333333333333,HKG,24665.8362318216,Hong Kong
972,2003,91.0,0.0,HKG,23977.1734120477,Hong Kong
973,2004,120.0,0.0,HKG,24928.1003722551,Hong Kong
974,2005,138.0,0.0,HKG,26649.637724155,Hong Kong
975,2006,129.0,0.0,HKG,28224.0951563146,Hong Kong
976,2007,143.0,0.0,HKG,30593.9511738646,Hong Kong
977,2008,107.0,0.0,HKG,31515.5292103443,Hong Kong
978,2009,122.0,0.0,HKG,30697.5383861641,Hong Kong
979,2010,121.0,0.0,HKG,32550.136489179,Hong Kong
980,2011,138.0,0.0,HKG,35142.4879344543,Hong Kong
981,2012,106.0,16.666666666666664,HKG,36730.796195815,Hong Kong
982,2013,117.0,16.666666666666664,HKG,38403.7777145477,Hong Kong
983,2014,143.0,16.666666666666664,HKG,40315.3739510191,Hong Kong
984,2015,101.0,16.666666666666664,HKG,42432.1619740441,Hong Kong
985,2016,161.0,16.666666666666664,HKG,43734.1980702999,Hong Kong
986,2017,111.0,16.666666666666664,HKG,46160.429791493,Hong Kong
987,2018,89.0,0.0,HKG,48537.5668888343,Hong Kong
988,2019,117.0,0.0,HKG,48359.0011950597,Hong Kong
989,1984,195.0,0.0,HUN,,Hungary
990,1985,168.0,16.666666666666664,HUN,,Hungary
991,1986,151.0,0.0,HUN,,Hungary
992,1987,218.0,0.0,HUN,,Hungary
993,1988,109.0,0.0,HUN,,Hungary
994,1989,175.0,0.0,HUN,,Hungary
995,1990,162.0,0.0,HUN,,Hungary
996,1991,209.0,0.0,HUN,3350.25832349229,Hungary
997,1992,142.0,0.0,HUN,3735.10582034276,Hungary
998,1993,143.0,16.666666666666664,HUN,3873.98772279767,Hungary
999,1994,221.0,16.666666666666664,HUN,4173.37302405441,Hungary
1000,1995,210.0,0.0,HUN,4494.70762405948,Hungary
1001,1996,167.0,16.666666666666664,HUN,4525.03910312241,Hungary
1002,1997,219.0,0.0,HUN,4596.18262235195,Hungary
1003,1998,186.0,0.0,HUN,4744.21226429639,Hungary
1004,1999,147.0,0.0,HUN,4793.47852203763,Hungary
1005,2000,156.0,16.666666666666664,HUN,4624.28165670295,Hungary
1006,2001,104.0,16.666666666666664,HUN,5276.03318905496,Hungary
1007,2002,142.0,16.666666666666664,HUN,6655.33300865319,Hungary
1008,2003,128.0,0.0,HUN,8419.43087098103,Hungary
1009,2004,187.0,0.0,HUN,10301.7033946743,Hungary
1010,2005,181.0,16.666666666666664,HUN,11223.3993032598,Hungary
1011,2006,122.0,16.666666666666664,HUN,11489.5608654088,Hungary
1012,2007,129.0,0.0,HUN,13940.9092761999,Hungary
1013,2008,165.0,0.0,HUN,15772.3300839383,Hungary
1014,2009,157.0,0.0,HUN,13077.305465178,Hungary
1015,2010,129.0,0.0,HUN,13217.5045951108,Hungary
1016,2011,116.0,0.0,HUN,14234.471576937,Hungary
1017,2012,93.0,0.0,HUN,12984.8365730133,Hungary
1018,2013,134.0,0.0,HUN,13715.0703590361,Hungary
1019,2014,153.0,0.0,HUN,14294.2584180751,Hungary
1020,2015,113.0,16.666666666666664,HUN,12717.038597002,Hungary
1021,2016,145.0,16.666666666666664,HUN,13104.6995457458,Hungary
1022,2017,115.0,16.666666666666664,HUN,14621.2395956755,Hungary
1023,2018,157.0,16.666666666666664,HUN,16425.2050299693,Hungary
1024,2019,165.0,0.0,HUN,16786.2136399075,Hungary
1025,1985,13.0,0.0,ISL,12361.1870365183,Iceland
1026,1986,37.0,25.0,ISL,16406.04794507,Iceland
1027,1987,45.0,0.0,ISL,22453.1882283809,Iceland
1028,1988,37.0,25.0,ISL,24451.9733172334,Iceland
1029,1989,33.0,0.0,ISL,22434.3467683494,Iceland
1030,1990,30.0,0.0,ISL,25384.9150226302,Iceland
1031,1991,29.0,0.0,ISL,26802.9895156678,Iceland
1032,1992,16.0,0.0,ISL,27124.2745379594,Iceland
1033,1993,23.0,0.0,ISL,23579.7953612417,Iceland
1034,1994,29.0,25.0,ISL,24018.6313967189,Iceland
1035,1995,19.0,0.0,ISL,26633.5913761549,Iceland
1036,1996,31.0,0.0,ISL,27614.8770273122,Iceland
1037,1997,48.0,0.0,ISL,27919.1854966562,Iceland
1038,1998,42.0,0.0,ISL,31030.0535989181,Iceland
1039,1999,41.0,0.0,ISL,32381.6252356488,Iceland
1040,2000,37.0,0.0,ISL,32096.3722613695,Iceland
1041,2001,18.0,16.666666666666664,ISL,28897.4439396908,Iceland
1042,2002,36.0,33.33333333333333,ISL,32409.2161491753,Iceland
1043,2003,33.0,16.666666666666664,ISL,39476.6978486684,Iceland
1044,2004,35.0,16.666666666666664,ISL,47334.9306537723,Iceland
1045,2005,23.0,33.33333333333333,ISL,56794.8501588953,Iceland
1046,2006,63.0,0.0,ISL,57492.9342498703,Iceland
1047,2007,35.0,16.666666666666664,ISL,69495.7267376825,Iceland
1048,2008,31.0,20.0,ISL,56943.3704468563,Iceland
1049,2009,26.0,33.33333333333333,ISL,41301.273219718,Iceland
1050,2010,53.0,66.66666666666666,ISL,43237.0729488958,Iceland
1051,2011,48.0,33.33333333333333,ISL,47714.5922308485,Iceland
1052,2012,21.0,0.0,ISL,45995.5478789467,Iceland
1053,2013,27.0,16.666666666666664,ISL,49804.9829978371,Iceland
1054,2014,47.0,0.0,ISL,54576.7448146565,Iceland
1055,2015,41.0,0.0,ISL,52951.6815110898,Iceland
1056,2016,23.0,33.33333333333333,ISL,61987.9263620283,Iceland
1057,2017,45.0,0.0,ISL,72010.1490316258,Iceland
1058,2018,56.0,0.0,ISL,74452.1890731447,Iceland
1059,2019,37.0,16.666666666666664,ISL,68452.23622306,Iceland
1060,1989,107.0,Nan,IND,347.462029998068,India
1061,1990,116.0,0.0,IND,368.749759408129,India
1062,1991,187.0,0.0,IND,303.850437957407,India
1063,1992,107.0,0.0,IND,317.558738700794,India
1064,1993,116.0,0.0,IND,301.50079120851,India
1065,1994,168.0,0.0,IND,346.227393115934,India
1066,1995,165.0,0.0,IND,373.628235651141,India
1067,1996,118.0,0.0,IND,399.577312178982,India
1068,1997,146.0,0.0,IND,414.898679748919,India
1069,1998,174.0,0.0,IND,412.509354123275,India
1070,1999,107.0,0.0,IND,440.961454614021,India
1071,2000,132.0,0.0,IND,442.034778911498,India
1072,2001,148.0,0.0,IND,449.911124933268,India
1073,2002,156.0,16.666666666666664,IND,468.844428308942,India
1074,2003,115.0,16.666666666666664,IND,543.843798895899,India
1075,2004,151.0,16.666666666666664,IND,624.105094381691,India
1076,2005,81.0,16.666666666666664,IND,710.509344848758,India
1077,2006,92.0,0.0,IND,802.013742049265,India
1078,2007,103.0,0.0,IND,1022.73246704551,India
1079,2008,103.0,0.0,IND,993.503405266506,India
1080,2009,130.0,0.0,IND,1096.63613605519,India
1081,2010,98.0,0.0,IND,1350.63447029491,India
1082,2011,119.0,16.666666666666664,IND,1449.60330101563,India
1083,2012,136.0,16.666666666666664,IND,1434.01798721629,India
1084,2013,122.0,0.0,IND,1438.05700508042,India
1085,2014,110.0,0.0,IND,1559.86377870535,India
1086,2015,86.0,16.666666666666664,IND,1590.17433135955,India
1087,2016,113.0,0.0,IND,1714.27953740039,India
1088,2017,90.0,0.0,IND,1957.96981329558,India
1089,2018,132.0,0.0,IND,1974.3777314935,India
1090,2019,156.0,0.0,IND,2050.1638002619,India
1091,1988,6.0,33.33333333333333,IDN,479.810716633827,Indonesia
1092,1989,21.0,Nan,IDN,527.811477222369,Indonesia
1093,1990,40.0,Nan,IDN,582.678967672297,Indonesia
1094,1991,30.0,16.666666666666664,IDN,629.160679800489,Indonesia
1095,1992,22.0,Nan,IDN,678.977736957462,Indonesia
1096,1993,15.0,Nan,IDN,824.079148994808,Indonesia
1097,1994,46.0,Nan,IDN,907.471785731365,Indonesia
1098,1995,68.0,Nan,IDN,1020.1466814341,Indonesia
1099,1996,11.0,Nan,IDN,1129.09270986001,Indonesia
1100,1997,44.0,Nan,IDN,1054.34735827552,Indonesia
1101,1998,16.0,Nan,IDN,459.191863103941,Indonesia
1102,1999,35.0,Nan,IDN,663.523229868446,Indonesia
1103,2000,54.0,16.666666666666664,IDN,770.865351580294,Indonesia
1104,2001,36.0,16.666666666666664,IDN,739.003946535355,Indonesia
1105,2002,38.0,Nan,IDN,888.901389665655,Indonesia
1106,2003,70.0,Nan,IDN,1052.41319921916,Indonesia
1107,2004,61.0,Nan,IDN,1136.75521127965,Indonesia
1108,2005,70.0,0.0,IDN,1249.39769359418,Indonesia
1109,2007,69.0,0.0,IDN,1840.32992667702,Indonesia
1110,2008,88.0,16.666666666666664,IDN,2144.38954419287,Indonesia
1111,2009,84.0,0.0,IDN,2239.09526529896,Indonesia
1112,2010,105.0,0.0,IDN,3094.44307866403,Indonesia
1113,2011,114.0,0.0,IDN,3613.8008884858,Indonesia
1114,2012,100.0,16.666666666666664,IDN,3668.21208337097,Indonesia
1115,2013,138.0,16.666666666666664,IDN,3602.88551680629,Indonesia
1116,2014,126.0,16.666666666666664,IDN,3476.62485441547,Indonesia
1117,2015,100.0,0.0,IDN,3322.58167895444,Indonesia
1118,2016,130.0,0.0,IDN,3558.81885175737,Indonesia
1119,2017,108.0,0.0,IDN,3839.78507460491,Indonesia
1120,2018,171.0,0.0,IDN,3902.661675559,Indonesia
1121,2019,160.0,0.0,IDN,4151.22755440796,Indonesia
1122,2016,2.0,0.0,IRE,,Iraq
1123,2017,13.0,0.0,IRE,,Iraq
1124,2018,9.0,16.666666666666664,IRE,,Iraq
1125,2019,17.0,0.0,IRE,,Iraq
1126,1988,30.0,33.33333333333333,ICE,,Ireland
1127,1989,38.0,14.285714285714285,ICE,,Ireland
1128,1990,64.0,0.0,ICE,,Ireland
1129,1991,47.0,0.0,ICE,,Ireland
1130,1992,42.0,0.0,ICE,,Ireland
1131,1993,39.0,0.0,ICE,,Ireland
1132,1994,68.0,16.666666666666664,ICE,,Ireland
1133,1995,41.0,16.666666666666664,ICE,,Ireland
1134,1996,24.0,0.0,ICE,,Ireland
1135,1997,21.0,0.0,ICE,,Ireland
1136,1998,36.0,0.0,ICE,,Ireland
1137,1999,38.0,16.666666666666664,ICE,,Ireland
1138,2000,28.0,0.0,ICE,,Ireland
1139,2001,32.0,0.0,ICE,,Ireland
1140,2002,25.0,0.0,ICE,,Ireland
1141,2003,21.0,0.0,ICE,,Ireland
1142,2004,48.0,0.0,ICE,,Ireland
1143,2005,55.0,0.0,ICE,,Ireland
1144,2006,49.0,0.0,ICE,,Ireland
1145,2007,51.0,33.33333333333333,ICE,,Ireland
1146,2008,45.0,16.666666666666664,ICE,,Ireland
1147,2009,20.0,16.666666666666664,ICE,,Ireland
1148,2010,18.0,16.666666666666664,ICE,,Ireland
1149,2011,26.0,33.33333333333333,ICE,,Ireland
1150,2012,34.0,0.0,ICE,,Ireland
1151,2013,33.0,16.666666666666664,ICE,,Ireland
1152,2014,67.0,16.666666666666664,ICE,,Ireland
1153,2015,37.0,33.33333333333333,ICE,,Ireland
1154,2016,51.0,50.0,ICE,,Ireland
1155,2017,80.0,33.33333333333333,ICE,,Ireland
1156,2018,43.0,33.33333333333333,ICE,,Ireland
1157,2019,61.0,33.33333333333333,ICE,,Ireland
1158,1985,28.0,0.0,IRN,3812.10636953974,Islamic Republic of Iran
1159,1987,70.0,0.0,IRN,2651.48486764377,Islamic Republic of Iran
1160,1988,86.0,0.0,IRN,2361.4171983608,Islamic Republic of Iran
1161,1989,147.0,0.0,IRN,2246.19174034655,Islamic Republic of Iran
1162,1990,122.0,0.0,IRN,2237.05226140112,Islamic Republic of Iran
1163,1991,191.0,0.0,IRN,,Islamic Republic of Iran
1164,1992,133.0,0.0,IRN,,Islamic Republic of Iran
1165,1993,153.0,0.0,IRN,1066.74193845197,Islamic Republic of Iran
1166,1994,203.0,33.33333333333333,IRN,1197.64214617436,Islamic Republic of Iran
1167,1995,202.0,16.666666666666664,IRN,1585.97793678392,Islamic Republic of Iran
1168,1996,143.0,0.0,IRN,1954.66075232286,Islamic Republic of Iran
1169,1997,217.0,0.0,IRN,1823.27451370299,Islamic Republic of Iran
1170,1998,211.0,0.0,IRN,1737.70003294514,Islamic Republic of Iran
1171,1999,159.0,0.0,IRN,1765.78364270671,Islamic Republic of Iran
1172,2000,155.0,0.0,IRN,1672.02287649013,Islamic Republic of Iran
1173,2001,111.0,0.0,IRN,1902.94763906684,Islamic Republic of Iran
1174,2002,143.0,16.666666666666664,IRN,1910.4771336696,Islamic Republic of Iran
1175,2003,112.0,0.0,IRN,2259.51631977961,Islamic Republic of Iran
1176,2004,178.0,0.0,IRN,2751.79304173638,Islamic Republic of Iran
1177,2005,201.0,0.0,IRN,3226.61397063388,Islamic Republic of Iran
1178,2006,145.0,0.0,IRN,3736.1777926143,Islamic Republic of Iran
1179,2007,143.0,0.0,IRN,4838.00355614642,Islamic Republic of Iran
1180,2008,181.0,0.0,IRN,5623.91168093228,Islamic Republic of Iran
1181,2009,161.0,0.0,IRN,5602.5562818391,Islamic Republic of Iran
1182,2010,127.0,0.0,IRN,6458.57395613765,Islamic Republic of Iran
1183,2011,151.0,16.666666666666664,IRN,8201.58167797698,Islamic Republic of Iran
1184,2012,151.0,16.666666666666664,IRN,8329.00206664876,Islamic Republic of Iran
1185,2013,168.0,16.666666666666664,IRN,6280.68186740814,Islamic Republic of Iran
1186,2014,131.0,16.666666666666664,IRN,5757.54333251596,Islamic Republic of Iran
1187,2015,145.0,0.0,IRN,4990.93679541655,Islamic Republic of Iran
1188,2016,125.0,0.0,IRN,5497.24323254699,Islamic Republic of Iran
1189,2017,142.0,0.0,IRN,5758.59072766807,Islamic Republic of Iran
1190,2018,150.0,0.0,IRN,3850.75125293224,Islamic Republic of Iran
1191,2019,145.0,0.0,IRN,3276.75326508099,Islamic Republic of Iran
1192,1985,81.0,0.0,ISR,,Israel
1193,1986,119.0,0.0,ISR,,Israel
1194,1988,115.0,0.0,ISR,,Israel
1195,1989,105.0,0.0,ISR,,Israel
1196,1990,95.0,0.0,ISR,,Israel
1197,1991,115.0,0.0,ISR,,Israel
1198,1992,108.0,0.0,ISR,,Israel
1199,1993,113.0,0.0,ISR,,Israel
1200,1994,143.0,0.0,ISR,,Israel
1201,1995,171.0,0.0,ISR,18916.6736162439,Israel
1202,1996,114.0,0.0,ISR,20116.9818739492,Israel
1203,1997,124.0,0.0,ISR,20366.5829100097,Israel
1204,1998,104.0,0.0,ISR,20106.6307473306,Israel
1205,1999,78.0,0.0,ISR,19742.5203936202,Israel
1206,2000,139.0,0.0,ISR,21630.7476087887,Israel
1207,2001,113.0,0.0,ISR,20909.430361637,Israel
1208,2002,130.0,0.0,ISR,19035.1024144493,Israel
1209,2003,103.0,0.0,ISR,19627.1754936631,Israel
1210,2004,147.0,0.0,ISR,20557.0786270029,Israel
1211,2005,99.0,0.0,ISR,21223.9355901939,Israel
1212,2006,109.0,16.666666666666664,ISR,22494.6420931621,Israel
1213,2007,71.0,33.33333333333333,ISR,25633.6432169583,Israel
1214,2008,120.0,0.0,ISR,30173.3615938856,Israel
1215,2009,80.0,16.666666666666664,ISR,28317.0408441487,Israel
1216,2010,76.0,20.0,ISR,31266.6053174383,Israel
1217,2011,119.0,0.0,ISR,34354.7161182231,Israel
1218,2012,102.0,0.0,ISR,33156.2283157638,Israel
1219,2013,161.0,0.0,ISR,36941.8423573582,Israel
1220,2014,143.0,0.0,ISR,38259.6810956173,Israel
1221,2015,83.0,0.0,ISR,36206.5222171621,Israel
1222,2016,127.0,0.0,ISR,37690.4739511859,Israel
1223,2017,107.0,0.0,ISR,41114.7817082553,Israel
1224,2018,136.0,16.666666666666664,ISR,42406.8454263606,Israel
1225,2019,156.0,0.0,ISR,44452.2325623093,Israel
1226,1984,0.0,Nan,ITA,7739.71528361795,Italy
1227,1985,20.0,20.0,ITA,7990.68656551182,Italy
1228,1986,49.0,33.33333333333333,ITA,11315.0151767923,Italy
1229,1987,35.0,0.0,ITA,14234.7286380474,Italy
1230,1988,44.0,0.0,ITA,15744.6612635428,Italy
1231,1989,124.0,0.0,ITA,16386.6622120866,Italy
1232,1990,131.0,0.0,ITA,20825.7842228307,Italy
1233,1991,74.0,0.0,ITA,21956.5297707332,Italy
1234,1992,83.0,0.0,ITA,23243.4745277206,Italy
1235,1993,86.0,33.33333333333333,ITA,18738.7638969132,Italy
1236,1994,102.0,0.0,ITA,19337.6308996383,Italy
1237,1995,131.0,0.0,ITA,20664.5522701724,Italy
1238,1996,86.0,0.0,ITA,23081.6046757702,Italy
1239,1997,71.0,0.0,ITA,21829.3458226222,Italy
1240,1998,72.0,0.0,ITA,22318.1373007109,Italy
1241,1999,82.0,0.0,ITA,22005.0545405773,Italy
1242,2000,57.0,0.0,ITA,20137.5912217673,Italy
1243,2001,56.0,0.0,ITA,20500.9543995672,Italy
1244,2002,88.0,0.0,ITA,22376.2978989329,Italy
1245,2003,50.0,0.0,ITA,27526.3224609957,Italy
1246,2004,69.0,0.0,ITA,31317.2007943296,Italy
1247,2005,120.0,16.666666666666664,ITA,32055.0920757503,Italy
1248,2006,132.0,16.666666666666664,ITA,33529.7266014361,Italy
1249,2007,116.0,16.666666666666664,ITA,37870.7475070969,Italy
1250,2008,132.0,0.0,ITA,40944.9124194678,Italy
1251,2009,165.0,0.0,ITA,37226.7571935402,Italy
1252,2010,133.0,0.0,ITA,36035.6449950691,Italy
1253,2011,129.0,0.0,ITA,38649.6394836789,Italy
1254,2012,93.0,0.0,ITA,35051.5212697703,Italy
1255,2013,137.0,16.666666666666664,ITA,35560.0814062288,Italy
1256,2014,128.0,0.0,ITA,35565.7213771496,Italy
1257,2015,100.0,0.0,ITA,30242.3861352184,Italy
1258,2016,138.0,0.0,ITA,30960.7315088902,Italy
1259,2017,116.0,0.0,ITA,32406.7203150134,Italy
1260,2018,154.0,0.0,ITA,34622.1696664741,Italy
1261,2019,140.0,0.0,ITA,33673.7509627421,Italy
1262,2010,54.0,0.0,CIV,1654.17795876208,Ivory Coast
1263,2011,34.0,0.0,CIV,1701.7046408106,Ivory Coast
1264,2012,29.0,0.0,CIV,1649.3016148365,Ivory Coast
1265,2014,3.0,33.33333333333333,CIV,2124.01943008462,Ivory Coast
1266,2017,11.0,16.666666666666664,CIV,2113.34152528591,Ivory Coast
1267,2018,8.0,0.0,CIV,2295.54033462887,Ivory Coast
1268,2016,9.0,0.0,JAM,5022.70019182535,Jamaica
1269,1990,107.0,0.0,JAP,,Japan
1270,1991,180.0,0.0,JAP,,Japan
1271,1992,142.0,0.0,JAP,,Japan
1272,1993,98.0,0.0,JAP,,Japan
1273,1994,180.0,0.0,JAP,,Japan
1274,1995,183.0,0.0,JAP,,Japan
1275,1996,136.0,16.666666666666664,JAP,,Japan
1276,1997,163.0,16.666666666666664,JAP,,Japan
1277,1998,139.0,0.0,JAP,,Japan
1278,1999,135.0,0.0,JAP,,Japan
1279,2000,125.0,0.0,JAP,,Japan
1280,2001,134.0,0.0,JAP,,Japan
1281,2002,133.0,0.0,JAP,,Japan
1282,2003,131.0,0.0,JAP,,Japan
1283,2004,182.0,0.0,JAP,,Japan
1284,2005,188.0,0.0,JAP,,Japan
1285,2006,146.0,0.0,JAP,,Japan
1286,2007,154.0,0.0,JAP,,Japan
1287,2008,163.0,0.0,JAP,,Japan
1288,2009,212.0,0.0,JAP,,Japan
1289,2010,141.0,0.0,JAP,,Japan
1290,2011,147.0,0.0,JAP,,Japan
1291,2012,121.0,0.0,JAP,,Japan
1292,2013,163.0,16.666666666666664,JAP,,Japan
1293,2014,177.0,0.0,JAP,,Japan
1294,2015,109.0,0.0,JAP,,Japan
1295,2016,156.0,0.0,JAP,,Japan
1296,2017,134.0,0.0,JAP,,Japan
1297,2018,158.0,0.0,JAP,,Japan
1298,2019,162.0,0.0,JAP,,Japan
1299,1992,80.0,0.0,KAZ,1515.73765903177,Kazakhstan
1300,1993,80.0,0.0,KAZ,1429.07817700902,Kazakhstan
1301,1995,54.0,0.0,KAZ,1288.18851938364,Kazakhstan
1302,1996,20.0,0.0,KAZ,1350.30500819378,Kazakhstan
1303,1997,73.0,0.0,KAZ,1445.50323686938,Kazakhstan
1304,1998,81.0,0.0,KAZ,1468.66867224573,Kazakhstan
1305,1999,72.0,0.0,KAZ,1130.1175320085,Kazakhstan
1306,2000,91.0,0.0,KAZ,1229.00096132728,Kazakhstan
1307,2001,168.0,0.0,KAZ,1490.92675457119,Kazakhstan
1308,2002,133.0,0.0,KAZ,1658.03114240952,Kazakhstan
1309,2003,119.0,0.0,KAZ,2068.12352309089,Kazakhstan
1310,2004,132.0,0.0,KAZ,2874.28848272999,Kazakhstan
1311,2005,112.0,0.0,KAZ,3771.27895733845,Kazakhstan
1312,2006,95.0,16.666666666666664,KAZ,5291.57400354244,Kazakhstan
1313,2007,95.0,0.0,KAZ,6771.41662014884,Kazakhstan
1314,2008,128.0,0.0,KAZ,8458.01947450022,Kazakhstan
1315,2009,136.0,0.0,KAZ,7165.22477794014,Kazakhstan
1316,2010,148.0,0.0,KAZ,9070.48825285747,Kazakhstan
1317,2011,105.0,0.0,KAZ,11633.9985836418,Kazakhstan
1318,2012,101.0,0.0,KAZ,12386.6992652963,Kazakhstan
1319,2013,116.0,0.0,KAZ,13890.6339694612,Kazakhstan
1320,2014,129.0,0.0,KAZ,12807.2630452048,Kazakhstan
1321,2015,105.0,0.0,KAZ,10510.7703240885,Kazakhstan
1322,2016,122.0,16.666666666666664,KAZ,7714.84184376024,Kazakhstan
1323,2017,113.0,16.666666666666664,KAZ,9247.58067886159,Kazakhstan
1324,2018,151.0,16.666666666666664,KAZ,9812.62543137393,Kazakhstan
1325,2019,146.0,0.0,KAZ,9812.59552626324,Kazakhstan
1326,2016,11.0,16.666666666666664,KEN,1562.07661862777,Kenya
1327,2017,8.0,33.33333333333333,KEN,1675.98842173012,Kenya
1328,2019,0.0,50.0,KEN,1970.08007048615,Kenya
1329,2011,22.0,16.666666666666664,XKX,3540.82278614169,Kosovo
1330,2012,9.0,16.666666666666664,XKX,3410.69325464808,Kosovo
1331,2013,25.0,16.666666666666664,XKX,3704.5628029766,Kosovo
1332,2015,24.0,16.666666666666664,XKX,3520.78207462478,Kosovo
1333,2016,47.0,33.33333333333333,XKX,3759.47285515454,Kosovo
1334,2017,55.0,40.0,XKX,4009.3538108854,Kosovo
1335,2018,21.0,0.0,XKX,4384.18868045931,Kosovo
1336,2019,43.0,0.0,XKX,4416.02925267842,Kosovo
1337,1984,9.0,Nan,KWT,11962.6517255022,Kuwait
1338,1985,7.0,Nan,KWT,11353.2315746685,Kuwait
1339,1986,48.0,Nan,KWT,9097.12587015857,Kuwait
1340,1987,28.0,Nan,KWT,10919.6755119373,Kuwait
1341,1988,23.0,33.33333333333333,KWT,9717.63050982926,Kuwait
1342,1989,31.0,Nan,KWT,11001.6799237829,Kuwait
1343,1990,53.0,50.0,KWT,11002.0656154304,Kuwait
1344,1993,16.0,Nan,KWT,14477.9510661167,Kuwait
1345,1994,12.0,Nan,KWT,15141.3033883149,Kuwait
