year,country,firstname,lastname,problem1,problem2,problem3,problem4,problem5,problem6,total,rank,award
1984,Bulgaria,Diko B.,Mihov,7.0,7.0,7.0,7.0,7.0,7.0,42,1,Gold medal
1984,Germany,Karin,Gröger,7.0,7.0,7.0,7.0,7.0,7.0,42,1,Gold medal
1984,Romania,Daniel,Tătaru,7.0,7.0,7.0,7.0,7.0,7.0,42,1,Gold medal
1984,Russia,Andrey,Astrelin,7.0,7.0,7.0,7.0,7.0,7.0,42,1,Gold medal
1984,Russia,Konstantin,Ignatiev,7.0,7.0,7.0,7.0,7.0,7.0,42,1,Gold medal
1984,Russia,Leonid,Oridoroga,7.0,7.0,7.0,7.0,7.0,7.0,42,1,Gold medal
1984,United States of America,David,Moews,7.0,7.0,7.0,7.0,7.0,7.0,42,1,Gold medal
1984,Vietnam,Đàm,Thanh Sơn,7.0,7.0,7.0,7.0,7.0,7.0,42,1,Gold medal
1984,Bulgaria,Vasil Borisov,Daskalov,7.0,7.0,7.0,6.0,7.0,7.0,41,9,Gold medal
1984,Russia,Fedor,Nazarov,7.0,7.0,6.0,7.0,7.0,7.0,41,9,Gold medal
1984,Hungary,Miklós,Mócsy,7.0,5.0,7.0,7.0,7.0,7.0,40,12,Gold medal
1984,Romania,Louis,Funar,7.0,7.0,7.0,7.0,5.0,7.0,40,12,Gold medal
1984,Russia,Evgeniy,Abakumov,7.0,7.0,7.0,7.0,5.0,7.0,40,12,Gold medal
1984,United Kingdom,Paul Nevile,Balister,7.0,7.0,7.0,6.0,7.0,6.0,40,9,Gold medal
1984,Germany,Bernhard,Leeb,7.0,7.0,7.0,7.0,7.0,3.0,38,15,Silver medal
1984,Romania,Petru,Mironescu,7.0,7.0,7.0,7.0,7.0,3.0,38,15,Silver medal
1984,Bulgaria,Pavel,Tadeev Glasnov,7.0,7.0,2.0,7.0,7.0,7.0,37,17,Silver medal
1984,Hungary,Gábor,Megyesi,7.0,7.0,2.0,7.0,7.0,7.0,37,17,Silver medal
1984,Romania,Martin,Weiss,7.0,7.0,6.0,7.0,6.0,4.0,37,17,Silver medal
1984,Mongolia,D.,Tubshinjargal,2.0,7.0,7.0,7.0,6.0,7.0,36,20,Silver medal
1984,Bulgaria,Nikolai Ivanov,Chavdarov,7.0,6.0,2.0,7.0,6.0,7.0,35,21,Silver medal
1984,Germany,Arnd,Rösch,7.0,7.0,7.0,7.0,7.0,0.0,35,21,Silver medal
1984,Hungary,Zoltán,Szabó,7.0,7.0,7.0,7.0,7.0,0.0,35,21,Silver medal
1984,United States of America,David,Grabiner,7.0,7.0,7.0,7.0,0.0,7.0,35,21,Silver medal
1984,Czechoslovakia,Jiří,Witzany,7.0,1.0,7.0,6.0,7.0,6.0,34,25,Silver medal
1984,Hungary,Géza,Kós,7.0,7.0,6.0,7.0,7.0,0.0,34,25,Silver medal
1984,Mongolia,R.,Batdelger,7.0,7.0,7.0,7.0,6.0,0.0,34,25,Silver medal
1984,United States of America,Michael,Reid,7.0,7.0,7.0,7.0,6.0,0.0,34,25,Silver medal
1984,Australia,Michael,Peake,7.0,7.0,1.0,6.0,7.0,5.0,33,29,Silver medal
1984,France,Alexis,Bonnet,7.0,7.0,7.0,6.0,1.0,4.0,32,30,Silver medal
1984,Greece,A.,Melas,6.0,7.0,1.0,7.0,7.0,3.0,31,31,Silver medal
1984,Mongolia,B.,Munhtur,5.0,6.0,6.0,7.0,7.0,0.0,31,31,Silver medal
1984,United Kingdom,Richard Swarup,Biswas,7.0,7.0,2.0,7.0,7.0,1.0,31,31,Silver medal
1984,United Kingdom,Marcus George,Moore,7.0,7.0,0.0,6.0,4.0,7.0,31,31,Silver medal
1984,Germany,Arnfried,Gebhardt,7.0,7.0,5.0,7.0,3.0,1.0,30,35,Silver medal
1984,United States of America,Jeremy,Kahn,7.0,7.0,0.0,2.0,7.0,7.0,30,35,Silver medal
1984,United States of America,Steven,Newman,7.0,7.0,7.0,5.0,4.0,0.0,30,35,Silver medal
1984,United Kingdom,Matthew John,Richards,7.0,1.0,1.0,6.0,7.0,7.0,29,38,Silver medal
1984,Austria,Michael,Ulm,7.0,7.0,0.0,7.0,7.0,0.0,28,39,Silver medal
1984,Bulgaria,Ivan Kolev,Dimitrov,7.0,7.0,2.0,7.0,5.0,0.0,28,39,Silver medal
1984,Hungary,Ákos,Magyar,7.0,7.0,0.0,7.0,7.0,0.0,28,39,Silver medal
1984,Poland,Jarosław,Włodarczyk,7.0,1.0,7.0,7.0,0.0,6.0,28,39,Silver medal
1984,Russia,Sergei,Strukov,7.0,0.0,0.0,7.0,7.0,7.0,28,39,Silver medal
1984,France,Laurent,Lafforgue,7.0,7.0,6.0,7.0,0.0,0.0,27,44,Silver medal
1984,Germany,Ingo,Witt,7.0,7.0,1.0,7.0,0.0,5.0,27,44,Silver medal
1984,Vietnam,Đỗ,Quang Đại,7.0,7.0,0.0,6.0,7.0,0.0,27,44,Silver medal
1984,Czechoslovakia,Juraj,Balász,7.0,7.0,0.0,7.0,4.0,1.0,26,47,Silver medal
1984,Netherlands,Jan,de Boer,7.0,7.0,0.0,7.0,1.0,4.0,26,47,Silver medal
1984,Vietnam,Nguyễn,Văn Hưng,7.0,7.0,0.0,7.0,0.0,5.0,26,47,Silver medal
1984,Australia,Alan,Blair,6.0,1.0,0.0,7.0,4.0,7.0,25,50,Bronze medal
1984,Czechoslovakia,Martin,Grajcar,6.0,7.0,0.0,7.0,4.0,1.0,25,50,Bronze medal
1984,Vietnam,Võ,Thu Tùng,7.0,0.0,0.0,7.0,4.0,7.0,25,50,Bronze medal
1984,Germany,Colin,Stahlke,3.0,7.0,4.0,6.0,4.0,0.0,24,53,Bronze medal
1984,Norway,John,Rognes,7.0,7.0,2.0,7.0,1.0,0.0,24,53,Bronze medal
1984,Poland,Andrzej,Krzysztofowicz,5.0,0.0,5.0,7.0,7.0,0.0,24,53,Bronze medal
1984,Romania,Radu,Negulescu,7.0,3.0,2.0,7.0,5.0,0.0,24,53,Bronze medal
1984,United States of America,Douglas,Davidson,7.0,7.0,7.0,0.0,3.0,0.0,24,53,Bronze medal
1984,Colombia,Juan,Pereira,7.0,0.0,7.0,7.0,0.0,2.0,23,58,Bronze medal
1984,Germany,Hagen,von Eitzen,7.0,7.0,0.0,7.0,0.0,2.0,23,58,Bronze medal
1984,Poland,Piotr,Hajłasz,7.0,0.0,7.0,7.0,2.0,0.0,23,58,Bronze medal
1984,Poland,Piotr,Nowak-Przygodzki,7.0,1.0,7.0,1.0,4.0,3.0,23,58,Bronze medal
1984,Vietnam,Nguyễn,Thúc Anh,7.0,7.0,0.0,6.0,3.0,0.0,23,58,Bronze medal
1984,France,E.,Sere,7.0,6.0,0.0,7.0,2.0,0.0,22,63,Bronze medal
1984,Luxembourg,Marcel,Cox,7.0,1.0,0.0,7.0,7.0,0.0,22,63,Bronze medal
1984,Netherlands,Bart,de Smit,6.0,1.0,0.0,7.0,7.0,1.0,22,63,Bronze medal
1984,Poland,Adam,Strzeboński,7.0,0.0,6.0,0.0,7.0,2.0,22,63,Bronze medal
1984,United Kingdom,Ian David Bede,Stark,3.0,5.0,0.0,7.0,7.0,0.0,22,63,Bronze medal
1984,Yugoslavia,Andrej,Dujella,7.0,7.0,0.0,7.0,0.0,1.0,22,63,Bronze medal
1984,Australia,Matthew,Hardman,7.0,7.0,0.0,3.0,4.0,0.0,21,69,Bronze medal
1984,Brazil,Alberto Maçaaki,Utsumi,7.0,7.0,0.0,2.0,4.0,1.0,21,21,Bronze medal
1984,Canada,Martin,Piotte,7.0,7.0,0.0,7.0,0.0,0.0,21,69,Bronze medal
1984,Cyprus,Petros,Hadjicostas,7.0,7.0,0.0,4.0,2.0,1.0,21,69,Bronze medal
1984,Germany,Jörg,Stahnke,5.0,7.0,0.0,7.0,1.0,1.0,21,69,Bronze medal
1984,Hungary,László,Erdős,2.0,4.0,0.0,7.0,7.0,1.0,21,69,Bronze medal
1984,Yugoslavia,Roman,Drnovšek,4.0,1.0,0.0,7.0,7.0,2.0,21,69,Bronze medal
1984,Belgium,Michel,Lesoinne,3.0,1.0,2.0,7.0,7.0,0.0,20,76,Bronze medal
1984,Brazil,Cláudio de Carvalho,Chamon,7.0,7.0,0.0,6.0,0.0,0.0,20,76,Bronze medal
1984,Brazil,Cláudio José,Morandini,7.0,1.0,2.0,7.0,0.0,3.0,20,76,Bronze medal
1984,Bulgaria,Marin Ivanov,Marinov,7.0,0.0,0.0,7.0,4.0,2.0,20,76,Bronze medal
1984,Czechoslovakia,Ján,Šefčík,7.0,7.0,0.0,6.0,0.0,0.0,20,76,Bronze medal
1984,Poland,Michał,Wojciechowski,7.0,0.0,2.0,7.0,4.0,0.0,20,76,Bronze medal
1984,Austria,Stefan,Kiechl,7.0,2.0,1.0,6.0,3.0,0.0,19,82,Bronze medal
1984,Colombia,Javier,Pena,6.0,5.0,0.0,4.0,3.0,1.0,19,82,Bronze medal
1984,France,Thierry,Bousch,6.0,0.0,0.0,7.0,4.0,2.0,19,82,Bronze medal
1984,Germany,Alexander,Schmidt,7.0,3.0,0.0,6.0,0.0,3.0,19,82,Bronze medal
1984,Morocco,Youssef,Islah,6.0,5.0,1.0,6.0,1.0,0.0,19,82,Bronze medal
1984,Netherlands,Hans,van Antwerpen,3.0,7.0,5.0,4.0,0.0,0.0,19,82,Bronze medal
1984,Vietnam,Nguyễn,Thị Minh Hà,7.0,0.0,0.0,4.0,4.0,4.0,19,82,Bronze medal
1984,Austria,Helmut,Kahlbacher,7.0,0.0,1.0,7.0,3.0,0.0,18,89,Bronze medal
1984,Germany,Eckhard,Müller,7.0,3.0,0.0,7.0,0.0,1.0,18,89,Bronze medal
1984,Mongolia,C.,Enhbold,2.0,7.0,1.0,1.0,3.0,4.0,18,89,Bronze medal
1984,Mongolia,L.,Ganbold,4.0,4.0,0.0,4.0,6.0,0.0,18,89,Bronze medal
1984,Romania,Nicolae,Suciu,7.0,2.0,2.0,7.0,0.0,0.0,18,89,Bronze medal
1984,Yugoslavia,Nikola,Lakić,7.0,1.0,2.0,7.0,1.0,0.0,18,89,Bronze medal
1984,Yugoslavia,Aleksandar,Marković,7.0,1.0,0.0,7.0,3.0,0.0,18,89,Bronze medal
1984,Cuba,A.,Torres Montoya,6.0,4.0,0.0,7.0,0.0,0.0,17,96,Bronze medal
1984,Germany,Oliver,Geupel,2.0,1.0,0.0,7.0,7.0,0.0,17,96,Bronze medal
1984,Germany,Andreas,Wacker,7.0,3.0,0.0,0.0,0.0,7.0,17,96,Bronze medal
1984,Australia,Jonathon,Ennis,4.0,7.0,1.0,3.0,1.0,0.0,16,99,
1984,Belgium,Philippe,Alphonse,2.0,4.0,2.0,1.0,7.0,0.0,16,99,
1984,Brazil,Romildo Gonçalves,Valente,3.0,7.0,0.0,6.0,0.0,0.0,16,99,
1984,Canada,Mike,Molloy,7.0,2.0,1.0,0.0,6.0,0.0,16,99,
1984,Cuba,J. R.,Presa Sague,2.0,7.0,0.0,7.0,0.0,0.0,16,99,
1984,Belgium,Frédéric,van der Plancke,3.0,1.0,0.0,7.0,4.0,0.0,15,104,
1984,Canada,Mike,Bradley,5.0,0.0,0.0,7.0,3.0,0.0,15,104,
1984,Canada,Minh,Tue Vo,3.0,1.0,0.0,7.0,3.0,1.0,15,104,
1984,France,Patrice,Sauvalle,7.0,0.0,0.0,7.0,0.0,1.0,15,104,
1984,Greece,Ch.,Vazouras,7.0,2.0,0.0,6.0,0.0,0.0,15,104,
1984,United Kingdom,Michael Corin,Harrison,7.0,7.0,0.0,0.0,1.0,0.0,15,104,
1984,Algeria,K.,Makhloufi,2.0,4.0,0.0,7.0,1.0,0.0,14,110,
1984,Greece,L.,Polymenakos,7.0,1.0,0.0,4.0,0.0,2.0,14,110,
1984,Netherlands,Menke,Ubbens,6.0,1.0,1.0,6.0,0.0,0.0,14,110,
1984,Yugoslavia,Uroš,Seljak,7.0,3.0,0.0,0.0,4.0,0.0,14,110,
1984,Morocco,A.,Azaou,5.0,0.0,0.0,7.0,0.0,1.0,13,114,
1984,Sweden,Henrik,Dahlstrand,6.0,0.0,0.0,7.0,0.0,0.0,13,114,
1984,Sweden,Torbjörn,Söderberg,7.0,1.0,0.0,5.0,0.0,0.0,13,114,
1984,Tunisia,N.,Lahyani,4.0,5.0,0.0,3.0,1.0,0.0,13,114,
1984,Austria,Johannes,Grassberger,2.0,7.0,0.0,3.0,0.0,0.0,12,118,
1984,Canada,Frank,D'Ippolito,5.0,5.0,0.0,2.0,0.0,0.0,12,118,
1984,Colombia,E.,Arrieta,7.0,0.0,0.0,5.0,0.0,0.0,12,118,
1984,Cuba,M. T.,Alzugaray Rodriguez,5.0,7.0,0.0,0.0,0.0,0.0,12,118,
1984,Yugoslavia,Aleksandar,Zorović,2.0,1.0,0.0,7.0,2.0,0.0,12,118,
1984,Algeria,M.,Ziane,2.0,3.0,0.0,6.0,0.0,0.0,11,123,
1984,Brazil,André Hiroshi Hayashi,Alves,7.0,0.0,0.0,4.0,0.0,0.0,11,123,
1984,Colombia,I. E.,Ibanez,2.0,0.0,2.0,7.0,0.0,0.0,11,123,
1984,Cuba,M.,Perera Chang,2.0,3.0,0.0,3.0,1.0,2.0,11,123,
1984,Cyprus,Adonis,Ioannides,3.0,0.0,1.0,6.0,1.0,0.0,11,123,
1984,Czechoslovakia,Pavel,Krtouš,0.0,1.0,0.0,6.0,3.0,1.0,11,123,
1984,Finland,Jussi,Rahola,2.0,1.0,1.0,7.0,0.0,0.0,11,123,
1984,France,I.,Castin,3.0,4.0,0.0,4.0,0.0,0.0,11,123,
1984,Greece,T.,Apostolatos,2.0,1.0,0.0,7.0,1.0,0.0,11,123,
1984,Spain,Miguel,Aparisi Botella,4.0,0.0,0.0,6.0,1.0,0.0,11,123,
1984,Austria,Karl Michael,Göschka,2.0,1.0,0.0,2.0,4.0,1.0,10,133,
1984,Austria,Peter,Grabner,4.0,1.0,1.0,4.0,0.0,0.0,10,133,
1984,Finland,Pekka,Pitkänen,2.0,1.0,0.0,7.0,0.0,0.0,10,133,
1984,Greece,E.,Panigirakis,3.0,1.0,0.0,6.0,0.0,0.0,10,133,
1984,Morocco,A.,Saadi,2.0,0.0,0.0,4.0,4.0,0.0,10,133,
1984,Spain,Pablo,Novaes Ledieu,3.0,7.0,0.0,0.0,0.0,0.0,10,133,
1984,Colombia,José,Munoz,2.0,0.0,0.0,0.0,7.0,0.0,9,139,
1984,Czechoslovakia,Adam,Obdržálek,3.0,1.0,0.0,4.0,1.0,0.0,9,139,
1984,Mongolia,J.,Buinnemeh,3.0,3.0,0.0,0.0,3.0,0.0,9,139,
1984,Spain,Andrés,García Parilla,0.0,7.0,0.0,2.0,0.0,0.0,9,139,
1984,Sweden,Henrik,Simán,2.0,0.0,1.0,6.0,0.0,0.0,9,139,
1984,Algeria,R.,Bouckkeine,3.0,1.0,0.0,4.0,0.0,0.0,8,144,
1984,Cuba,Karel,Roiz Wilson,2.0,1.0,1.0,0.0,4.0,0.0,8,144,
1984,Sweden,Mikael,Staffas,4.0,0.0,0.0,4.0,0.0,0.0,8,144,
1984,Cyprus,Pavlos,Neophytou,2.0,2.0,0.0,3.0,0.0,0.0,7,147,
1984,Greece,I.,Korinthios,3.0,2.0,0.0,2.0,0.0,0.0,7,147,
1984,Netherlands,Harold,de Boer,2.0,1.0,0.0,4.0,0.0,0.0,7,147,
1984,Spain,Miguel,Brandt Sanz,3.0,1.0,1.0,1.0,0.0,1.0,7,147,
1984,Australia,Andrew,Jenkins,3.0,0.0,0.0,3.0,0.0,0.0,6,151,
1984,Colombia,Wilmar,Ariza,3.0,0.0,0.0,3.0,0.0,0.0,6,151,
1984,Morocco,N.,Adrou Bakkali,4.0,2.0,0.0,0.0,0.0,0.0,6,151,
1984,Sweden,Torbjörn,Hamrelius,3.0,0.0,0.0,3.0,0.0,0.0,6,151,
1984,Tunisia,Hasna,Riahi,2.0,1.0,1.0,2.0,0.0,0.0,6,151,
1984,Kuwait,H. M. S. A.,Ahmad,3.0,0.0,0.0,2.0,0.0,0.0,5,156,
1984,Morocco,Khalil,Benhssein,2.0,0.0,0.0,3.0,0.0,0.0,5,156,
1984,Netherlands,Wiebe,Kees Goodijk,3.0,0.0,0.0,0.0,0.0,2.0,5,156,
1984,Spain,A.,Tejera Gómez,0.0,4.0,0.0,1.0,0.0,0.0,5,156,
1984,Belgium,J.,Secru,1.0,1.0,0.0,2.0,0.0,0.0,4,160,
1984,Brazil,Carlos Eduardo Rodrigues,Alves,4.0,0.0,0.0,0.0,0.0,0.0,4,160,
1984,Canada,Lily,Yen,3.0,0.0,0.0,1.0,0.0,0.0,4,160,
1984,Cyprus,Pavlos,Christodoulides,2.0,2.0,0.0,0.0,0.0,0.0,4,160,
1984,Finland,Kai,Vuorilehto,0.0,0.0,0.0,4.0,0.0,0.0,4,160,
1984,Sweden,Peter,Röstin,3.0,0.0,0.0,0.0,1.0,0.0,4,160,
1984,Algeria,A.,Kihel,0.0,0.0,0.0,3.0,0.0,0.0,3,166,
1984,Cuba,Daniel,Alfaro Vigo,2.0,1.0,0.0,0.0,0.0,0.0,3,166,
1984,Finland,Miikka,Heinäsmäki,2.0,0.0,0.0,0.0,1.0,0.0,3,166,
1984,Finland,Jarno,Varteva,2.0,1.0,0.0,0.0,0.0,0.0,3,166,
1984,Morocco,A.,Eddahir,2.0,0.0,0.0,1.0,0.0,0.0,3,166,
1984,Tunisia,S.,Charfi,2.0,1.0,0.0,0.0,0.0,0.0,3,166,
1984,Tunisia,T.,Mkadmi,2.0,0.0,0.0,1.0,0.0,0.0,3,166,
1984,Australia,John,Kramer,2.0,0.0,0.0,0.0,0.0,0.0,2,173,
1984,Cyprus,Aris,Neophytou,0.0,1.0,0.0,1.0,0.0,0.0,2,173,
1984,Cyprus,Savvas,Sideras,0.0,0.0,0.0,2.0,0.0,0.0,2,173,
1984,Kuwait,M. H. M. S.,Al-Shayeri,2.0,0.0,0.0,0.0,0.0,0.0,2,173,
1984,Tunisia,W.,Dachraout,2.0,0.0,0.0,0.0,0.0,0.0,2,173,
1984,Tunisia,O.,Kossentini,2.0,0.0,0.0,0.0,0.0,0.0,2,173,
1984,Belgium,Ch.,Tersago,0.0,1.0,0.0,0.0,0.0,0.0,1,179,
1984,Kuwait,K. J. Sh.,Al-Amiri,1.0,0.0,0.0,0.0,0.0,0.0,1,179,
1984,Kuwait,H. E. A. A.,Nakhi,0.0,1.0,0.0,0.0,0.0,0.0,1,179,
1984,Spain,G.,Génova Fuster,1.0,0.0,0.0,0.0,0.0,0.0,1,179,
1984,Belgium,C.,Rombouts,0.0,0.0,0.0,0.0,0.0,0.0,0,183,
1984,Finland,Elmar,Paananen,0.0,0.0,0.0,0.0,0.0,0.0,0,183,
1984,Italy,M.,Chilla,0.0,0.0,0.0,0.0,0.0,0.0,0,183,
1984,Italy,S.,Garuglieri,0.0,0.0,0.0,0.0,0.0,0.0,0,183,
1984,Italy,R.,Gianferri,0.0,0.0,0.0,0.0,0.0,0.0,0,183,
1984,Italy,D.,Perret,0.0,0.0,0.0,0.0,0.0,0.0,0,183,
1984,Italy,D.,Ponti,0.0,0.0,0.0,0.0,0.0,0.0,0,183,
1984,Italy,F.,Riccardi,0.0,0.0,0.0,0.0,0.0,0.0,0,183,
1984,Kuwait,F. F. M. S.,Al-Hajeri,0.0,0.0,0.0,0.0,0.0,0.0,0,183,
1984,Kuwait,J. A. J.,Quaddoumi,0.0,0.0,0.0,0.0,0.0,0.0,0,183,
1985,Hungary,Géza,Kós,7.0,7.0,7.0,7.0,7.0,7.0,42,1,Gold medal
1985,Romania,Daniel,Tătaru,7.0,7.0,7.0,7.0,7.0,7.0,42,1,Gold medal
1985,Hungary,Gábor,Megyesi,7.0,7.0,3.0,7.0,7.0,7.0,38,3,Gold medal
1985,Bulgaria,Nikolai Ivanov,Chavdarov,7.0,7.0,2.0,7.0,7.0,7.0,37,4,Gold medal
1985,Belgium,Philippe,Alphonse,7.0,7.0,1.0,7.0,7.0,7.0,36,5,Gold medal
1985,Russia,Olga,Leonteva,7.0,7.0,7.0,7.0,1.0,7.0,36,5,Gold medal
1985,Australia,Andrew,Hassell,7.0,7.0,0.0,7.0,7.0,7.0,35,7,Gold medal
1985,Bulgaria,Vasil Borisov,Daskalov,7.0,7.0,0.0,7.0,7.0,7.0,35,7,Gold medal
1985,United States of America,Waldemar,Horwat,7.0,7.0,7.0,7.0,0.0,7.0,35,7,Gold medal
1985,Vietnam,Nguyễn,Tiến Dũng,7.0,7.0,2.0,7.0,7.0,5.0,35,7,Gold medal
1985,Germany,Hagen,von Eitzen,3.0,7.0,7.0,7.0,3.0,7.0,34,11,Gold medal
1985,Romania,Răzvan,Gelca,7.0,7.0,1.0,7.0,7.0,5.0,34,11,Gold medal
1985,Romania,Radu,Negulescu,7.0,7.0,3.0,7.0,4.0,6.0,34,11,Gold medal
1985,United States of America,Jeremy,Kahn,7.0,7.0,2.0,7.0,4.0,7.0,34,11,Gold medal
1985,Bulgaria,Ivan Kolev,Dimitrov,7.0,7.0,7.0,2.0,2.0,7.0,32,15,Silver medal
1985,Germany,Ulrich,Meister,7.0,7.0,6.0,7.0,0.0,5.0,32,15,Silver medal
1985,Romania,Mugurel,Barcău,7.0,7.0,1.0,3.0,7.0,7.0,32,15,Silver medal
1985,United Kingdom,Matthew John,Richards,7.0,7.0,1.0,7.0,7.0,3.0,32,15,Silver medal
1985,France,Laurent,Rosas,7.0,7.0,1.0,7.0,2.0,7.0,31,19,Silver medal
1985,Romania,Louis,Funar,7.0,7.0,2.0,4.0,7.0,4.0,31,19,Silver medal
1985,United States of America,Bjorn,Poonen,7.0,7.0,7.0,2.0,1.0,7.0,31,19,Silver medal
1985,Israel,Ori,Ganor,7.0,7.0,1.0,4.0,7.0,3.0,29,22,Silver medal
1985,Russia,Oleg,Bondarenko,7.0,7.0,0.0,7.0,7.0,1.0,29,22,Silver medal
1985,Russia,Anatoly,Malevanets,7.0,7.0,7.0,0.0,7.0,1.0,29,22,Silver medal
1985,United States of America,David,Grabiner,0.0,7.0,7.0,7.0,1.0,7.0,29,22,Silver medal
1985,Vietnam,Lâm,Tung Giang,7.0,7.0,0.0,4.0,7.0,4.0,29,22,Silver medal
1985,Canada,Minh,Tue Vo,7.0,7.0,1.0,2.0,7.0,4.0,28,27,Silver medal
1985,Germany,Eckhard,Müller,3.0,7.0,7.0,2.0,2.0,7.0,28,27,Silver medal
1985,Hungary,Géza,Makai,7.0,7.0,6.0,2.0,1.0,5.0,28,27,Silver medal
1985,Iran,Ehsan,Emami,7.0,6.0,3.0,0.0,5.0,7.0,28,27,Silver medal
1985,Romania,Andrei,Paraschivescu,7.0,7.0,2.0,7.0,0.0,5.0,28,27,Silver medal
1985,Vietnam,Huỳnh,Minh Wu,7.0,7.0,0.0,5.0,7.0,2.0,28,27,Silver medal
1985,United Kingdom,Ian David Bede,Stark,7.0,7.0,2.0,4.0,7.0,0.0,27,33,Silver medal
1985,United States of America,David,Moews,7.0,7.0,4.0,0.0,4.0,5.0,27,33,Silver medal
1985,Australia,John,Graham,7.0,7.0,6.0,2.0,3.0,1.0,26,35,Silver medal
1985,Germany,Jörg,Jahnel,1.0,7.0,3.0,7.0,1.0,7.0,26,35,Silver medal
1985,Hungary,Rita,Bán,7.0,2.0,0.0,7.0,7.0,3.0,26,35,Silver medal
1985,Czechoslovakia,Marcel,Polakovič,7.0,7.0,0.0,4.0,0.0,7.0,25,38,Silver medal
1985,France,Laurent,Lafforgue,3.0,7.0,0.0,1.0,7.0,7.0,25,38,Silver medal
1985,Bulgaria,Marin Ivanov,Marinov,7.0,7.0,0.0,3.0,7.0,0.0,24,40,Silver medal
1985,Greece,Paul,Tzermias,7.0,0.0,0.0,7.0,7.0,3.0,24,40,Silver medal
1985,Mongolia,Batgerel,Balt,7.0,5.0,0.0,5.0,7.0,0.0,24,40,Silver medal
1985,United States of America,Joseph,Keane,0.0,3.0,7.0,7.0,0.0,7.0,24,40,Silver medal
1985,Bulgaria,Zvetoslav Alipiev,Petrov,7.0,7.0,1.0,1.0,5.0,2.0,23,44,Silver medal
1985,Czechoslovakia,Jarmila,Ranošová,7.0,3.0,0.0,3.0,7.0,3.0,23,44,Silver medal
1985,Poland,Krzysztof,Jeżevski,7.0,7.0,0.0,0.0,7.0,2.0,23,44,Silver medal
1985,Czechoslovakia,Adam,Obdržálek,1.0,7.0,1.0,7.0,0.0,6.0,22,47,Silver medal
1985,Germany,Volker,Brundisch,7.0,7.0,0.0,3.0,2.0,3.0,22,47,Silver medal
1985,Vietnam,Huỳnh,Văn Thanh,7.0,7.0,0.0,7.0,0.0,1.0,22,47,Silver medal
1985,Germany,Franz,Merkl,7.0,7.0,0.0,1.0,0.0,6.0,21,50,Bronze medal
1985,Germany,Peter,Müller,7.0,6.0,0.0,7.0,0.0,1.0,21,50,Bronze medal
1985,Poland,Wojcieh,Derkowski,7.0,7.0,1.0,1.0,4.0,1.0,21,50,Bronze medal
1985,Russia,Lev,Ivanov,0.0,7.0,7.0,0.0,0.0,7.0,21,50,Bronze medal
1985,Australia,Alasdair,Grant,7.0,7.0,0.0,2.0,0.0,4.0,20,54,Bronze medal
1985,Brazil,Mário Arlindo Casarin,Júnior,7.0,7.0,1.0,2.0,2.0,1.0,20,54,Bronze medal
1985,Canada,Eric,Veach,7.0,7.0,1.0,4.0,0.0,1.0,20,54,Bronze medal
1985,France,Bruno,Sauvalle,2.0,7.0,0.0,2.0,4.0,5.0,20,54,Bronze medal
1985,Germany,Ingo,Warnke,7.0,7.0,1.0,0.0,0.0,5.0,20,54,Bronze medal
1985,Yugoslavia,Roman,Drnovšek,1.0,7.0,1.0,2.0,7.0,2.0,20,54,Bronze medal
1985,Germany,Angelika,Drauschke,7.0,0.0,0.0,2.0,7.0,3.0,19,60,Bronze medal
1985,Greece,Vasilios,Missoulis,7.0,3.0,0.0,7.0,2.0,0.0,19,60,Bronze medal
1985,Hungary,Miklós,Bóna,7.0,1.0,0.0,7.0,1.0,3.0,19,60,Bronze medal
1985,Poland,Piotr,Jędrzejewicz,7.0,7.0,0.0,1.0,0.0,4.0,19,60,Bronze medal
1985,Sweden,Mikael,Staffas,7.0,2.0,1.0,1.0,7.0,1.0,19,60,Bronze medal
1985,Brazil,Cláudio José,Morandini,7.0,7.0,0.0,2.0,1.0,1.0,18,65,Bronze medal
1985,Canada,Martin,Piotte,7.0,7.0,0.0,1.0,2.0,1.0,18,65,Bronze medal
1985,Cuba,Jorge,Lodos Vigil,1.0,4.0,0.0,5.0,7.0,1.0,18,65,Bronze medal
1985,France,Patrice,Ossona de Mendez,1.0,7.0,0.0,5.0,0.0,5.0,18,65,Bronze medal
1985,France,Patrice,Sauvalle,2.0,7.0,0.0,7.0,0.0,2.0,18,65,Bronze medal
1985,Germany,Colin,Stahlke,2.0,7.0,2.0,4.0,2.0,1.0,18,65,Bronze medal
1985,Morocco,Saadi,Abdelhamid,7.0,7.0,0.0,2.0,0.0,2.0,18,65,Bronze medal
1985,Morocco,Chilali,Mahmoud,7.0,7.0,0.0,3.0,0.0,1.0,18,65,Bronze medal
1985,Poland,Tadeusz,Pezda,7.0,7.0,0.0,0.0,0.0,4.0,18,65,Bronze medal
1985,Vietnam,Đỗ,Huy Khánh,7.0,2.0,0.0,2.0,7.0,0.0,18,65,Bronze medal
1985,Austria,Karl Michael,Göschka,2.0,6.0,1.0,5.0,1.0,2.0,17,75,Bronze medal
1985,Czechoslovakia,Ján,Šefčík,7.0,7.0,0.0,1.0,1.0,1.0,17,75,Bronze medal
1985,Germany,Georg,Hein,7.0,7.0,1.0,0.0,0.0,2.0,17,75,Bronze medal
1985,Germany,Martin,Härterich,3.0,7.0,0.0,5.0,1.0,1.0,17,75,Bronze medal
