year,country,firstname,lastname,problem1,problem2,problem3,problem4,problem5,problem6,total,rank,award
2012,Luxembourg,Victor,Quach,7.0,7.0,0.0,3.0,0.0,0.0,17,182,Bronze medal
2012,Malaysia,Justin Lim,Kai Ze,7.0,0.0,0.0,7.0,3.0,0.0,17,182,Bronze medal
2012,Mongolia,Zolboo,Chuluunbaatar,7.0,4.0,0.0,6.0,0.0,0.0,17,182,Bronze medal
2012,Morocco,Mohamed Mehdi,Ouaki,7.0,7.0,0.0,3.0,0.0,0.0,17,182,Bronze medal
2012,Netherlands,Jeroen,Winkel,7.0,0.0,3.0,7.0,0.0,0.0,17,182,Bronze medal
2012,Republic of Moldova,Mihai,Indricean,7.0,7.0,0.0,3.0,0.0,0.0,17,182,Bronze medal
2012,Saudi Arabia,Wael,Alsaeed,7.0,7.0,0.0,3.0,0.0,0.0,17,182,Bronze medal
2012,Slovenia,Veno,Mramor,7.0,7.0,0.0,3.0,0.0,0.0,17,182,Bronze medal
2012,Switzerland,Louis,Hainaut,7.0,7.0,0.0,3.0,0.0,0.0,17,182,Bronze medal
2012,Tajikistan,Shodavlat,Saidmukhammadi,7.0,7.0,0.0,1.0,2.0,0.0,17,182,Bronze medal
2012,Turkmenistan,Merdan,Soltanov,7.0,7.0,0.0,3.0,0.0,0.0,17,182,Bronze medal
2012,Ukraine,Dmytro,Matveevskiy,7.0,1.0,0.0,6.0,3.0,0.0,17,182,Bronze medal
2012,Armenia,Artyom,Kosyan,7.0,0.0,0.0,2.0,7.0,0.0,16,204,Bronze medal
2012,Australia,Nancy,Fu,7.0,1.0,0.0,4.0,4.0,0.0,16,204,Bronze medal
2012,Australia,Alexander,Gunning,7.0,0.0,1.0,7.0,0.0,1.0,16,204,Bronze medal
2012,Azerbaijan,Izmir,Aliyev,7.0,7.0,0.0,1.0,1.0,0.0,16,204,Bronze medal
2012,Croatia,Borna,Vukorepa,7.0,4.0,0.0,5.0,0.0,0.0,16,204,Bronze medal
2012,Democratic People's South Korea,Kwang Song,Choe,7.0,1.0,0.0,5.0,3.0,0.0,16,204,Bronze medal
2012,Democratic People's South Korea,Il Bong,Ju,7.0,7.0,0.0,2.0,0.0,0.0,16,204,Bronze medal
2012,Georgia,Giorgi,Gonashvili,7.0,0.0,0.0,6.0,3.0,0.0,16,204,Bronze medal
2012,Germany,David,Schmidt,7.0,1.0,3.0,4.0,0.0,1.0,16,204,Bronze medal
2012,Greece,Konstantinos,Tsinas,7.0,0.0,0.0,2.0,7.0,0.0,16,204,Bronze medal
2012,Israel,Konstantin,Zabarnyi,7.0,2.0,0.0,7.0,0.0,0.0,16,204,Bronze medal
2012,Kazakhstan,Saken,Dushayev,7.0,7.0,0.0,2.0,0.0,0.0,16,204,Bronze medal
2012,Lithuania,Justinas,Česonis,7.0,7.0,0.0,2.0,0.0,0.0,16,204,Bronze medal
2012,Malaysia,How,Si Wei,7.0,0.0,0.0,2.0,7.0,0.0,16,204,Bronze medal
2012,Mongolia,Bat-Orgil,Batsaikhan,7.0,1.0,0.0,5.0,3.0,0.0,16,204,Bronze medal
2012,Morocco,Mostafa,Adnane,7.0,7.0,0.0,2.0,0.0,0.0,16,204,Bronze medal
2012,Puerto Rico,Jiacheng,Feng,7.0,7.0,0.0,2.0,0.0,0.0,16,204,Bronze medal
2012,Romania,Ştefan,Spătaru,5.0,1.0,0.0,7.0,3.0,0.0,16,204,Bronze medal
2012,Sri Lanka,Pathirannahelage Mevan Niluminda,Wijewardena,7.0,7.0,0.0,2.0,0.0,0.0,16,204,Bronze medal
2012,Sweden,Mårten,Wiman,7.0,1.0,0.0,7.0,1.0,0.0,16,204,Bronze medal
2012,Tajikistan,Shakhzodshokhi,Shamsiddin,7.0,0.0,0.0,2.0,7.0,0.0,16,204,Bronze medal
2012,North Macedonia,Filip,Stankovski,7.0,7.0,0.0,2.0,0.0,0.0,16,204,Bronze medal
2012,North Macedonia,Stefan,Stojchevski,7.0,7.0,0.0,2.0,0.0,0.0,16,204,Bronze medal
2012,Turkey,Berfin,Şimşek,7.0,2.0,0.0,7.0,0.0,0.0,16,204,Bronze medal
2012,United Kingdom,Daniel,Hu,7.0,0.0,0.0,7.0,2.0,0.0,16,204,Bronze medal
2012,Australia,Jason,Kwong,7.0,1.0,0.0,7.0,0.0,0.0,15,229,Bronze medal
2012,Austria,Michael,Missethan,7.0,1.0,0.0,7.0,0.0,0.0,15,229,Bronze medal
2012,Bangladesh,Sourav,Das,7.0,4.0,0.0,4.0,0.0,0.0,15,229,Bronze medal
2012,Bangladesh,Nur Muhammad,Shafiullah,7.0,0.0,0.0,7.0,1.0,0.0,15,229,Bronze medal
2012,Bosnia and Herzegovina,Vladimir,Ivković,7.0,1.0,0.0,7.0,0.0,0.0,15,229,Bronze medal
2012,Bulgaria,Todor Sivkov,Markov,7.0,1.0,0.0,7.0,0.0,0.0,15,229,Bronze medal
2012,Bulgaria,Viktor,Radivchev,7.0,0.0,0.0,7.0,0.0,1.0,15,229,Bronze medal
2012,Colombia,Verónica,Salazar,7.0,1.0,0.0,7.0,0.0,0.0,15,229,Bronze medal
2012,Democratic People's South Korea,Myong Bom,Kim,7.0,1.0,0.0,2.0,5.0,0.0,15,229,Bronze medal
2012,France,Cyril,Letrouit,7.0,1.0,0.0,7.0,0.0,0.0,15,229,Bronze medal
2012,Germany,Simon,Puchert,1.0,7.0,0.0,3.0,0.0,4.0,15,229,Bronze medal
2012,Greece,Athinagoras Stylianos,Skiadopoulos,7.0,7.0,0.0,1.0,0.0,0.0,15,229,Bronze medal
2012,Hong Kong,Sze Nga,Wong,7.0,7.0,0.0,1.0,0.0,0.0,15,229,Bronze medal
2012,Japan,Daisuke,Miyamoto,7.0,1.0,2.0,5.0,0.0,0.0,15,229,Bronze medal
2012,Lithuania,Arnas,Gerčas,7.0,1.0,0.0,7.0,0.0,0.0,15,229,Bronze medal
2012,Mexico,Jorge,Garza Vargas,7.0,0.0,0.0,7.0,1.0,0.0,15,229,Bronze medal
2012,Netherlands,Matthijs,Lip,7.0,1.0,0.0,7.0,0.0,0.0,15,229,Bronze medal
2012,New Zealand,Jia Natalia,Chen,7.0,7.0,0.0,1.0,0.0,0.0,15,229,Bronze medal
2012,Portugal,Luís Pedro,Lopes Duarte,7.0,1.0,0.0,4.0,3.0,0.0,15,229,Bronze medal
2012,Portugal,João Nuno,Pereira Lourenço,2.0,7.0,0.0,6.0,0.0,0.0,15,229,Bronze medal
2012,Republic of Moldova,Dionisie,Nipomici,7.0,7.0,0.0,1.0,0.0,0.0,15,229,Bronze medal
2012,Slovakia,Eduard,Batmendijn,5.0,0.0,3.0,7.0,0.0,0.0,15,229,Bronze medal
2012,South Africa,Dylan,Nelson,7.0,1.0,0.0,7.0,0.0,0.0,15,229,Bronze medal
2012,Switzerland,Kevin,Burri,7.0,1.0,0.0,7.0,0.0,0.0,15,229,Bronze medal
2012,Turkey,Mehmet Akif,Yıldız,7.0,1.0,0.0,7.0,0.0,0.0,15,229,Bronze medal
2012,Argentina,Bruno,Staffa,7.0,0.0,0.0,7.0,0.0,0.0,14,254,Bronze medal
2012,Armenia,Gevorg,Mnatsakanyan,7.0,0.0,0.0,7.0,0.0,0.0,14,254,Bronze medal
2012,Australia,John,Papantoniou,7.0,0.0,0.0,7.0,0.0,0.0,14,254,Bronze medal
2012,Austria,Nastassia,Grimm,7.0,0.0,0.0,7.0,0.0,0.0,14,254,Bronze medal
2012,Azerbaijan,Hasan,Hasanzade,7.0,0.0,0.0,7.0,0.0,0.0,14,254,Bronze medal
2012,Belarus,Maryia,Mankevich,7.0,1.0,0.0,6.0,0.0,0.0,14,254,Bronze medal
2012,Belgium,Victor,Lecomte,7.0,0.0,0.0,7.0,0.0,0.0,14,254,Bronze medal
2012,Brazil,Rafael,Kazuhiro Miyazaki,7.0,0.0,0.0,7.0,0.0,0.0,14,254,Bronze medal
2012,Costa Rica,Humberto,Jiménez Alvarado,7.0,0.0,0.0,7.0,0.0,0.0,14,254,Bronze medal
2012,Croatia,Matija,Milišić,7.0,0.0,0.0,7.0,0.0,0.0,14,254,Bronze medal
2012,Croatia,Vlatka,Vazdar,7.0,0.0,0.0,7.0,0.0,0.0,14,254,Bronze medal
2012,France,Arthur,Blanc-Renaudie,0.0,7.0,2.0,4.0,0.0,1.0,14,254,Bronze medal
2012,France,Matthieu,Piquerez,7.0,0.0,3.0,2.0,2.0,0.0,14,254,Bronze medal
2012,Hungary,Róbert,Nagy,7.0,1.0,0.0,6.0,0.0,0.0,14,254,Bronze medal
2012,Mexico,Julio César,Díaz Calderón,7.0,1.0,0.0,3.0,3.0,0.0,14,254,Bronze medal
2012,Netherlands,Guus,Berkelmans,7.0,0.0,3.0,4.0,0.0,0.0,14,254,Bronze medal
2012,New Zealand,James Zhi-Xiu,Allen,7.0,0.0,0.0,7.0,0.0,0.0,14,254,Bronze medal
2012,Philippines,Kenneth Tan,Co,7.0,0.0,0.0,7.0,0.0,0.0,14,254,Bronze medal
2012,Philippines,Mikaela Angelina,Uy,7.0,1.0,0.0,6.0,0.0,0.0,14,254,Bronze medal
2012,Poland,Igor,Kotrasiński,7.0,0.0,3.0,4.0,0.0,0.0,14,254,Bronze medal
2012,Slovakia,Marián,Horňák,7.0,0.0,0.0,7.0,0.0,0.0,14,254,Bronze medal
2012,United Kingdom,Sam,Cappleman-Lynes,7.0,0.0,0.0,7.0,0.0,0.0,14,254,Bronze medal
2012,United Kingdom,Matei,Mandache,1.0,4.0,0.0,7.0,0.0,2.0,14,254,Bronze medal
2012,Argentina,Mariano,Bonifacio,7.0,0.0,0.0,6.0,0.0,0.0,13,277,Honourable mention
2012,Armenia,Avetik,Karagulyan,7.0,1.0,0.0,5.0,0.0,0.0,13,277,Honourable mention
2012,Belgium,Adrien,Vandenschrick,7.0,0.0,0.0,3.0,3.0,0.0,13,277,Honourable mention
2012,Brazil,Maria Clara,Mendes Silva,7.0,0.0,0.0,3.0,3.0,0.0,13,277,Honourable mention
2012,Colombia,Camilo,Espinosa,7.0,0.0,0.0,6.0,0.0,0.0,13,277,Honourable mention
2012,Croatia,Verner,Vlačić,7.0,0.0,0.0,4.0,2.0,0.0,13,277,Honourable mention
2012,Estonia,Janno,Veeorg,7.0,0.0,0.0,6.0,0.0,0.0,13,277,Honourable mention
2012,Finland,Joni,Teräväinen,1.0,7.0,0.0,5.0,0.0,0.0,13,277,Honourable mention
2012,Georgia,Gela,Magaltadze,7.0,0.0,0.0,6.0,0.0,0.0,13,277,Honourable mention
2012,Georgia,Giorgi,Svanadze,3.0,2.0,0.0,5.0,3.0,0.0,13,277,
2012,Hong Kong,Man Kit,Kung,7.0,0.0,0.0,6.0,0.0,0.0,13,277,Honourable mention
2012,Israel,Ofer,Grossman,7.0,1.0,0.0,4.0,1.0,0.0,13,277,Honourable mention
2012,Italy,Julian,Demeio,7.0,1.0,0.0,3.0,2.0,0.0,13,277,Honourable mention
2012,Latvia,Andrejs,Kuzņecovs,7.0,2.0,0.0,4.0,0.0,0.0,13,277,Honourable mention
2012,Macau,Sio Kuan,Hoi,7.0,1.0,0.0,5.0,0.0,0.0,13,277,Honourable mention
2012,Mexico,Juan Carlos,Ortiz Rhoton,7.0,0.0,0.0,4.0,2.0,0.0,13,277,Honourable mention
2012,Netherlands,Michelle,Sweering,3.0,7.0,0.0,2.0,0.0,1.0,13,277,Honourable mention
2012,New Zealand,George,Han,7.0,2.0,0.0,3.0,0.0,1.0,13,277,Honourable mention
2012,Peru,Angel Gerardo,Napa Bernuy,7.0,1.0,0.0,5.0,0.0,0.0,13,277,Honourable mention
2012,Philippines,Henry Jefferson Co,Morco,7.0,0.0,0.0,3.0,3.0,0.0,13,277,Honourable mention
2012,Slovakia,Klára,Ficková,7.0,1.0,0.0,5.0,0.0,0.0,13,277,Honourable mention
2012,South Africa,Robert Andrew,Spencer,7.0,0.0,0.0,6.0,0.0,0.0,13,277,Honourable mention
2012,Taiwan,Chih-Kuan,Yeh,7.0,1.0,1.0,4.0,0.0,0.0,13,277,Honourable mention
2012,Tajikistan,Muhammadfiruz,Hasanov,7.0,1.0,0.0,1.0,4.0,0.0,13,277,Honourable mention
2012,North Macedonia,Vasil,Kuzevski,7.0,1.0,0.0,3.0,2.0,0.0,13,277,Honourable mention
2012,Belgium,Dieter,Plessers,7.0,0.0,0.0,4.0,0.0,1.0,12,302,Honourable mention
2012,Chile,Fernando,Figueroa,7.0,0.0,0.0,4.0,0.0,1.0,12,302,Honourable mention
2012,Cyprus,Anastasios,Stylianou,7.0,0.0,0.0,2.0,3.0,0.0,12,302,Honourable mention
2012,Czech Republic,Jan,Stopka,7.0,3.0,0.0,2.0,0.0,0.0,12,302,Honourable mention
2012,Georgia,Akaki,Margvelashvili,7.0,0.0,0.0,5.0,0.0,0.0,12,302,Honourable mention
2012,Italy,Marco,Trevisiol,7.0,0.0,0.0,5.0,0.0,0.0,12,302,Honourable mention
2012,Japan,Koyo,Hayashi,7.0,0.0,0.0,3.0,2.0,0.0,12,302,Honourable mention
2012,New Zealand,Hao,Jeng,7.0,0.0,0.0,3.0,2.0,0.0,12,302,Honourable mention
2012,Portugal,Francisco,Tuna de Andrade,7.0,1.0,0.0,4.0,0.0,0.0,12,302,Honourable mention
2012,Serbia,Rade,Špegar,7.0,0.0,0.0,3.0,2.0,0.0,12,302,Honourable mention
2012,Spain,Marc,Felipe,7.0,1.0,0.0,3.0,0.0,1.0,12,302,Honourable mention
2012,Sweden,Simon,Lindholm,0.0,0.0,4.0,6.0,0.0,2.0,12,302,
2012,Switzerland,Ulrich,Brodowsky,3.0,7.0,0.0,2.0,0.0,0.0,12,302,Honourable mention
2012,Uruguay,Ignacio,Correa Durán,7.0,1.0,0.0,4.0,0.0,0.0,12,302,Honourable mention
2012,Argentina,Alejandro,Candioti,7.0,0.0,0.0,1.0,3.0,0.0,11,316,Honourable mention
2012,Armenia,Armen,Vardanyan,7.0,1.0,0.0,3.0,0.0,0.0,11,316,Honourable mention
2012,Austria,Bernd,Prach,4.0,0.0,0.0,7.0,0.0,0.0,11,316,Honourable mention
2012,Azerbaijan,Farid,Verdiyev,7.0,1.0,0.0,2.0,0.0,1.0,11,316,Honourable mention
2012,Bangladesh,Mirza Md. Tanjim Shorif,Mugdho,7.0,0.0,0.0,1.0,3.0,0.0,11,316,Honourable mention
2012,Bulgaria,Ivailo,Hartarsky,7.0,0.0,0.0,4.0,0.0,0.0,11,316,Honourable mention
2012,Chile,Eduardo,Oregon,7.0,0.0,0.0,4.0,0.0,0.0,11,316,Honourable mention
2012,Costa Rica,Oscar Emilio,Quesada Herrera,4.0,0.0,0.0,7.0,0.0,0.0,11,316,Honourable mention
2012,Denmark,Peter Michael Reichstein,Rasmussen,4.0,0.0,0.0,7.0,0.0,0.0,11,316,Honourable mention
2012,Ecuador,Javier,Perez,7.0,0.0,0.0,0.0,4.0,0.0,11,316,Honourable mention
2012,El Salvador,Byron Thonatiu,Escobar Benítez,7.0,1.0,0.0,1.0,2.0,0.0,11,316,Honourable mention
2012,El Salvador,Manuel Alejandro,Mundo Dueñas,7.0,0.0,0.0,2.0,2.0,0.0,11,316,Honourable mention
2012,France,Michel,Beaughon,7.0,1.0,0.0,3.0,0.0,0.0,11,316,Honourable mention
2012,Germany,Xianghui,Zhong,2.0,0.0,0.0,7.0,2.0,0.0,11,316,Honourable mention
2012,Guatemala,Alejandra,Valdez,7.0,0.0,0.0,4.0,0.0,0.0,11,316,Honourable mention
2012,Hong Kong,Chun Ting,Lau,7.0,0.0,0.0,4.0,0.0,0.0,11,316,Honourable mention
2012,Hungary,Gergely,Ódor,7.0,1.0,0.0,3.0,0.0,0.0,11,316,Honourable mention
2012,Hungary,Péter,Strenner,7.0,0.0,0.0,2.0,0.0,2.0,11,316,Honourable mention
2012,Indonesia,Bivan Alzacky,Harmanto,7.0,0.0,0.0,4.0,0.0,0.0,11,316,Honourable mention
2012,Ireland,Ariel,Lanza,7.0,1.0,0.0,3.0,0.0,0.0,11,316,Honourable mention
2012,Latvia,Ņikita,Larka,7.0,0.0,0.0,2.0,2.0,0.0,11,316,Honourable mention
2012,Latvia,Miķelis,Pūķis,7.0,1.0,0.0,3.0,0.0,0.0,11,316,Honourable mention
2012,Mexico,Jorge Ignacio,González Cázares,7.0,0.0,0.0,4.0,0.0,0.0,11,316,Honourable mention
2012,Mongolia,Orgil-Erdene,Erdenebaatar,7.0,0.0,0.0,3.0,0.0,1.0,11,316,Honourable mention
2012,New Zealand,Arun Chockalingam,Shanmuganathan,7.0,0.0,0.0,4.0,0.0,0.0,11,316,Honourable mention
2012,Norway,Sofia M.,Lindqvist,7.0,0.0,0.0,4.0,0.0,0.0,11,316,Honourable mention
2012,Paraguay,Marcelo José,Elizeche Armoa,7.0,0.0,0.0,4.0,0.0,0.0,11,316,Honourable mention
2012,Serbia,Lazar,Radičević,7.0,0.0,0.0,4.0,0.0,0.0,11,316,Honourable mention
2012,South Africa,Junho,Son,7.0,1.0,0.0,3.0,0.0,0.0,11,316,Honourable mention
2012,Spain,Mario,Román,7.0,0.0,0.0,4.0,0.0,0.0,11,316,Honourable mention
2012,Turkmenistan,Ashyrmuhammet,Serdarov,7.0,1.0,0.0,3.0,0.0,0.0,11,316,Honourable mention
2012,Turkmenistan,Ilshat,Valiyev,7.0,0.0,0.0,3.0,1.0,0.0,11,316,Honourable mention
2012,Ukraine,Anna,Mitrushchyenkova,7.0,1.0,0.0,3.0,0.0,0.0,11,316,Honourable mention
2012,Venezuela,Diego,Peña,7.0,0.0,0.0,4.0,0.0,0.0,11,316,Honourable mention
2012,Argentina,Gastón,Salgado,7.0,0.0,0.0,2.0,0.0,1.0,10,350,Honourable mention
2012,Belarus,Stephan,Dabryneuski,7.0,0.0,0.0,3.0,0.0,0.0,10,350,Honourable mention
2012,Bosnia and Herzegovina,Sead,Delalić,7.0,0.0,0.0,3.0,0.0,0.0,10,350,Honourable mention
2012,Bosnia and Herzegovina,Marko,Rajković,7.0,0.0,0.0,1.0,2.0,0.0,10,350,Honourable mention
2012,Colombia,Carlos Mario,Sánchez Vargas,7.0,1.0,0.0,2.0,0.0,0.0,10,350,Honourable mention
2012,Czech Republic,Michal,Buráň,7.0,0.0,0.0,3.0,0.0,0.0,10,350,Honourable mention
2012,Czech Republic,Martin,Töpfer,7.0,0.0,0.0,3.0,0.0,0.0,10,350,Honourable mention
2012,Denmark,Jacob,Hastrup,7.0,1.0,0.0,2.0,0.0,0.0,10,350,Honourable mention
2012,Estonia,Kaur Aare,Saar,7.0,0.0,0.0,3.0,0.0,0.0,10,350,Honourable mention
2012,Estonia,Sandra,Schumann,7.0,0.0,0.0,3.0,0.0,0.0,10,350,Honourable mention
2012,Georgia,Tornike,Mandzulashvili,3.0,0.0,0.0,7.0,0.0,0.0,10,350,Honourable mention
2012,Indonesia,Ivan Adrian,Koswara,4.0,0.0,0.0,6.0,0.0,0.0,10,350,
2012,Ivory Coast,Allassane Salamy,Badélé,7.0,0.0,0.0,3.0,0.0,0.0,10,350,Honourable mention
2012,Kazakhstan,Temirlan,Izmailov,7.0,1.0,0.0,2.0,0.0,0.0,10,350,Honourable mention
2012,Kyrgyzstan,Ilias,Subanov,7.0,1.0,0.0,2.0,0.0,0.0,10,350,Honourable mention
2012,Kyrgyzstan,Syrgak,Zhylkybaev,7.0,1.0,0.0,2.0,0.0,0.0,10,350,Honourable mention
2012,Mongolia,Bat-Od,Battseren,7.0,1.0,0.0,1.0,1.0,0.0,10,350,Honourable mention
2012,New Zealand,Byung-Cheol,Cho,7.0,0.0,0.0,3.0,0.0,0.0,10,350,Honourable mention
2012,Republic of Moldova,Mihaela,Curmei,7.0,0.0,0.0,3.0,0.0,0.0,10,350,Honourable mention
2012,Slovakia,Michal,Tóth,7.0,0.0,0.0,3.0,0.0,0.0,10,350,Honourable mention
2012,Spain,Jaime,Mendizábal,3.0,0.0,0.0,7.0,0.0,0.0,10,350,Honourable mention
2012,Sri Lanka,Isuru Damindha,Manchanayaka Mudiyanselage,7.0,2.0,0.0,1.0,0.0,0.0,10,350,Honourable mention
2012,Uruguay,Alejo,Garcia Sassi,7.0,0.0,0.0,3.0,0.0,0.0,10,350,Honourable mention
2012,Argentina,Azul,Fatalini,7.0,1.0,0.0,1.0,0.0,0.0,9,373,Honourable mention
2012,Azerbaijan,Shahin,Huseynli,7.0,0.0,0.0,2.0,0.0,0.0,9,373,Honourable mention
2012,Bosnia and Herzegovina,Hamza,Merzić,6.0,0.0,0.0,3.0,0.0,0.0,9,373,
2012,Chile,Mauricio,Garcia Suarez,7.0,0.0,0.0,1.0,1.0,0.0,9,373,Honourable mention
2012,Chile,Montserrat,Monasterio,7.0,0.0,0.0,0.0,2.0,0.0,9,373,Honourable mention
2012,Costa Rica,Juleana,Villegas Segura,7.0,0.0,0.0,2.0,0.0,0.0,9,373,Honourable mention
2012,Cyprus,Marios,Voskou,0.0,7.0,0.0,2.0,0.0,0.0,9,373,Honourable mention
2012,Denmark,Sebastian Henning Grønkjær,Pedersen,7.0,0.0,0.0,2.0,0.0,0.0,9,373,Honourable mention
2012,Denmark,Aluna,Rizzoli,7.0,0.0,0.0,2.0,0.0,0.0,9,373,Honourable mention
2012,Ecuador,Omar,Paladines,7.0,0.0,0.0,2.0,0.0,0.0,9,373,Honourable mention
2012,Estonia,Aleksandra,Jartseva,7.0,0.0,0.0,2.0,0.0,0.0,9,373,Honourable mention
2012,Finland,Felix,Vaura,7.0,0.0,0.0,2.0,0.0,0.0,9,373,Honourable mention
2012,India,Subham,Bhakta,1.0,7.0,0.0,1.0,0.0,0.0,9,373,Honourable mention
2012,Ireland,Jonathan,Peters,7.0,1.0,0.0,1.0,0.0,0.0,9,373,Honourable mention
2012,Latvia,Edžus,Urtāns,7.0,0.0,0.0,2.0,0.0,0.0,9,373,Honourable mention
2012,Lithuania,Marius,Latinis,7.0,0.0,0.0,2.0,0.0,0.0,9,373,Honourable mention
2012,Luxembourg,Gilles,Englebert,7.0,0.0,0.0,2.0,0.0,0.0,9,373,Honourable mention
2012,Macau,Pui Un,Tang,0.0,7.0,0.0,2.0,0.0,0.0,9,373,Honourable mention
2012,Puerto Rico,Anthony Edward,Erb Lugo,7.0,0.0,0.0,2.0,0.0,0.0,9,373,Honourable mention
2012,Slovenia,Amadej Kristjan,Kocbek,7.0,0.0,0.0,2.0,0.0,0.0,9,373,Honourable mention
2012,Slovenia,Žiga,Krajnik,7.0,0.0,0.0,2.0,0.0,0.0,9,373,Honourable mention
2012,Slovenia,Matjaž,Leonardis,7.0,0.0,0.0,2.0,0.0,0.0,9,373,Honourable mention
2012,South Africa,Mickey,Chew,7.0,0.0,0.0,2.0,0.0,0.0,9,373,Honourable mention
2012,Taiwan,Jia-Ruei,Yu,7.0,0.0,0.0,2.0,0.0,0.0,9,373,Honourable mention
2012,Trinidad and Tobago,Prasanna,Ramakrishnan,7.0,0.0,0.0,2.0,0.0,0.0,9,373,Honourable mention
2012,Bangladesh,Adib,Hasan,7.0,0.0,0.0,1.0,0.0,0.0,8,398,Honourable mention
2012,Colombia,Maria Ximena,Rueda,7.0,0.0,0.0,1.0,0.0,0.0,8,398,Honourable mention
2012,Cuba,Lázaro Ángel,Ortiz Hechavarría,2.0,6.0,0.0,0.0,0.0,0.0,8,398,
2012,Cyprus,Andreas,Stavrou,7.0,0.0,0.0,1.0,0.0,0.0,8,398,Honourable mention
2012,Czech Republic,Michal,Kopf,7.0,0.0,0.0,1.0,0.0,0.0,8,398,Honourable mention
2012,Finland,Jiali,Yan,7.0,1.0,0.0,0.0,0.0,0.0,8,398,Honourable mention
2012,Greece,Zacharias,Tsampasidis,7.0,0.0,0.0,0.0,1.0,0.0,8,398,Honourable mention
2012,Honduras,Jeany Sergei,Meza,7.0,0.0,0.0,1.0,0.0,0.0,8,398,Honourable mention
2012,Hungary,András,Sándor,7.0,1.0,0.0,0.0,0.0,0.0,8,398,Honourable mention
2012,Italy,Luigi,Pagano,4.0,0.0,0.0,3.0,0.0,1.0,8,398,
2012,Ivory Coast,Kouadio Désiré Martial,Aguessi,7.0,0.0,0.0,1.0,0.0,0.0,8,398,Honourable mention
2012,Kyrgyzstan,Talgar,Marlis Uulu,7.0,0.0,0.0,1.0,0.0,0.0,8,398,Honourable mention
2012,Kyrgyzstan,Nazar,Muratbek Uulu,7.0,0.0,0.0,1.0,0.0,0.0,8,398,Honourable mention
2012,Luxembourg,Christina,Meyer,7.0,0.0,0.0,1.0,0.0,0.0,8,398,Honourable mention
2012,Macau,Koi On,Ieong,7.0,0.0,0.0,1.0,0.0,0.0,8,398,Honourable mention
2012,Mongolia,Bayannamsrai,Ganbat,7.0,0.0,0.0,1.0,0.0,0.0,8,398,Honourable mention
2012,Morocco,Mountassir,Farid,5.0,0.0,0.0,3.0,0.0,0.0,8,398,
2012,Nigeria,Adamu,Ismail,7.0,0.0,0.0,1.0,0.0,0.0,8,398,Honourable mention
2012,Norway,Gard Olav,Helle,5.0,0.0,0.0,3.0,0.0,0.0,8,398,
2012,Panama,Ethan Miguel,D'Cunha Silveira,7.0,0.0,0.0,0.0,0.0,1.0,8,398,Honourable mention
2012,Paraguay,Marcos,Martínez Sugastti,7.0,0.0,0.0,1.0,0.0,0.0,8,398,Honourable mention
2012,Slovenia,Juan Gabriel,Kostelec,7.0,0.0,0.0,1.0,0.0,0.0,8,398,Honourable mention
2012,Sweden,Daniel,Salehi,7.0,0.0,0.0,1.0,0.0,0.0,8,398,Honourable mention
2012,Syria,Mohammad,Khaddour,7.0,0.0,0.0,1.0,0.0,0.0,8,398,Honourable mention
2012,Syria,Ali,Khedr,1.0,0.0,0.0,4.0,3.0,0.0,8,398,
2012,Tajikistan,Musokhon,Muqayumkhonov,7.0,0.0,0.0,1.0,0.0,0.0,8,398,Honourable mention
2012,North Macedonia,Aleksandar,Momirovski,7.0,0.0,0.0,1.0,0.0,0.0,8,398,Honourable mention
2012,Costa Rica,Kimberly,Villalobos Carballo,4.0,1.0,0.0,2.0,0.0,0.0,7,425,
2012,Honduras,Jason Josue,Bermúdez,7.0,0.0,0.0,0.0,0.0,0.0,7,425,Honourable mention
2012,Iceland,Sigurður Kári,Árnason,4.0,0.0,0.0,3.0,0.0,0.0,7,425,
2012,Ireland,Adam,Keilthy,4.0,0.0,0.0,3.0,0.0,0.0,7,425,
2012,Israel,Daniel,Hadas,0.0,0.0,1.0,6.0,0.0,0.0,7,425,
2012,Ivory Coast,Kpayerigue Arnaud,Silué,7.0,0.0,0.0,0.0,0.0,0.0,7,425,Honourable mention
2012,Kyrgyzstan,Beknazar,Emilzhanov,7.0,0.0,0.0,0.0,0.0,0.0,7,425,Honourable mention
2012,Kyrgyzstan,Arzybek,Priev,7.0,0.0,0.0,0.0,0.0,0.0,7,425,Honourable mention
2012,Latvia,Ilze,Ošiņa,7.0,0.0,0.0,0.0,0.0,0.0,7,425,Honourable mention
2012,Malaysia,Muhammad Afiq,Noorman,7.0,0.0,0.0,0.0,0.0,0.0,7,425,Honourable mention
2012,Morocco,Aboubakr,Amzil,5.0,0.0,0.0,2.0,0.0,0.0,7,425,
2012,Nigeria,Oluwasanya Oluwafemi,Awe,3.0,2.0,0.0,2.0,0.0,0.0,7,425,
2012,Nigeria,Ezeokoli,Chibuike,7.0,0.0,0.0,0.0,0.0,0.0,7,425,Honourable mention
2012,Nigeria,Pricewill,Okoroafo,0.0,7.0,0.0,0.0,0.0,0.0,7,425,Honourable mention
2012,Pakistan,Huma,Sibghat,7.0,0.0,0.0,0.0,0.0,0.0,7,425,Honourable mention
2012,Switzerland,Viviane,Kehl,4.0,0.0,0.0,3.0,0.0,0.0,7,425,
2012,Trinidad and Tobago,Sitara,Persad,5.0,0.0,0.0,2.0,0.0,0.0,7,425,
